s2id,latitude,longitude,label,sublabel,iso3
1c76f0e7,-22.832458788185868,14.510770915614103,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76f0d3,-22.810737189225296,14.510598467339447,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76f009,-22.887738845907073,14.475201531913143,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76fa9b,-22.872959643481771,14.463588729348222,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76f077,-22.871946809260123,14.475225362802119,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76f007,-22.894224444378764,14.47557969886074,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76f011,-22.887382199464064,14.485927791497279,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76fa85,-22.866304849930359,14.463249304153674,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76f06f,-22.870260824446266,14.486477542215221,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76f073,-22.876534164266722,14.480768377122464,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76f00f,-22.887498050643263,14.480827867799579,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76faa1,-22.882603156241252,14.469418040743717,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76f07b,-22.864850051874821,14.480754877550117,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76f0df,-22.826716975867864,14.514566026188277,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76f00d,-22.8818154030868,14.48085631104674,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76fa8f,-22.866874824102528,14.458109877911195,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
1c76fa91,-22.873018009214892,14.458771106117002,WALVIS BAY,WALVIS BAY OFFSHORE,NAM
46fcd4c3,54.631928512592665,19.804682662869784,KALININGRAD,KALININGRAD OFFSHORE,RUS
46fcd4bf,54.641313406456689,19.811570105048482,KALININGRAD,KALININGRAD OFFSHORE,RUS
46fcd495,54.641811888294257,19.805095463803472,KALININGRAD,KALININGRAD OFFSHORE,RUS
46fcd499,54.653148470192107,19.811381700715327,KALININGRAD,KALININGRAD OFFSHORE,RUS
46fcd4c1,54.635541575699804,19.807137771295185,KALININGRAD,KALININGRAD OFFSHORE,RUS
46fcd4a3,54.650778429552233,19.820918644852913,KALININGRAD,KALININGRAD OFFSHORE,RUS
46fcd493,54.643022264715619,19.795206283999189,KALININGRAD,KALININGRAD OFFSHORE,RUS
46fcd4eb,54.636293327933927,19.8011717415591,KALININGRAD,KALININGRAD OFFSHORE,RUS
46fcd4bd,54.645558055109113,19.816547802593941,KALININGRAD,KALININGRAD OFFSHORE,RUS
46fcd4ef,54.63460565168964,19.78869713013038,KALININGRAD,KALININGRAD OFFSHORE,RUS
46fcd4e9,54.6332779736064,19.798620059308981,KALININGRAD,KALININGRAD OFFSHORE,RUS
3570fa2b,35.92900326363506,126.52061602199504,OSIKDO DONG,,KOR
3570fa29,35.932336615132265,126.52132097752843,OSIKDO DONG,,KOR
5fb3ed1f,43.09345673279482,132.03414413979846,VLADIVOSTOK,,RUS
5fb3ed11,43.085252174692464,132.02871534468773,VLADIVOSTOK,,RUS
5fb3ed61,43.07359243291566,131.99620024776169,VLADIVOSTOK,,RUS
1a60bc9d,-4.762033290621674,11.794971432559052,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bb8b,-4.7322641932885245,11.800665934604877,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bca1,-4.77327208254958,11.794731471781773,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bca9,-4.7829925232938377,11.794356175253919,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
1a60bc0d,-4.7276754454662218,11.789097250755141,POINTE NOIRE,POINTE NOIRE OFFSHORE,COG
