id,id_port,ISO3166A3,ISO3166A2,LOCODE,NAME,DIACRISTIC,FUNCTION,PORT_NAME,AUTHORITIE,ADDRESS,WEBSITE,X,Y,cruise,cruiseID,test,col1,col2,col3,col4,col5,col6,col7,colB,natlScale,City,Location,yes_anchor,matchme,trackback,latitude,longitude,Note,Country,Terminal,matched,anchor_id,name_anchr,scaleRank
"1","1",ABW,AW,BAR,Barcadera,Barcadera,1-------,Port of Barcadera,Aruba Ports Authority N.V.,Port Administration Building - L.G. Smith Blvd. # 23 - Oranjestad - Aruba,www.arubaports.com,-69.99234393000,12.47972222000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Barcadera,city,"-1",barcadera,"0",12.479722,-69.992344,,,,"0","-1",,"11"
"2","2",ABW,AW,ORJ,Oranjestad,Oranjestad,1---5---,Port of Oranjestad,Aruba Ports Authority N.V.,Port Administration Building - L.G. Smith Blvd. # 23 - Oranjestad - Aruba,www.arubaports.com,-70.03881037000,12.52000000000,"1","9","-1","1","0","0","0","1","0","0","0",75.000,Oranjestad,city,"-1",oranjestad,"1",12.520000,-70.038810,,,,"0","-1",,"3"
"3","3",ABW,AW,SNL,Sint Nicolaas,Sint Nicolaas,1-------,Port of San Nicolas,Coastal Aruba Refining Co NV,Postbus 2150 - San Nicolas - Aruba,www.rocargo.com/SanNicolas.html,-69.92355713000,12.43750000000,"0","0","-1","1","0","0","0","0","0","0","0",5.000,Sint Nicolaas,city,"1",sint nicolaas,"2",12.430000,-69.910000,,,,"0","322",Sint Nicolaas Baai,"8"
"4","4",AGO,AO,FLT,Futila Terminal,Futila Terminal,1-------,Futila Terminal,"0",Futila - Angola,,12.17709069000,-5.45000000000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Futila Terminal,city,"-1",futila terminal,"3",-5.450000,12.177091,,,,"0","-1",,"11"
"5","5",AGO,AO,NTO,N'Zeto (Ambrizete),N'Zeto (Ambrizete),1-------,Kiabo Marine Terminal,"0",Angola,,12.57709069000,-7.33305555600,"0","0","-1","1","0","0","0","0","0","0","0",0.500,N'Zeto (Ambrizete),city,"-1",n'zeto (ambrizete),"4",-7.333056,12.577091,,,,"0","-1",,"11"
"6","10",AGO,AO,AZZ,Ambriz,Ambriz,1--4----,Port of Ambriz,Ambriz Port Authority,CP 30 - Marine Port Authority - Cabinda - Angola,,13.09375736000,-7.83305555600,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Ambriz,city,"-1",ambriz,"5",-7.833056,13.093757,,,,"0","-1",,"7"
"7","11",AGO,AO,CAB,Cabinda,Cabinda,1--4----,Port of Cabinda,Autoridade Portuaria de Cabinda,CP 68 - Cabinda - Angola,,12.19022379000,-5.55000000000,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Cabinda,city,"-1",cabinda,"6",-5.550000,12.190224,,,,"0","-1",,"7"
"8","12",AGO,AO,LOB,Lobito,Lobito,1---5---,Port of Lobito,"Empresa Portuaria Do Lobito , E.P.",Avenida da Independencia - CP 16 - Lobito - Angola,,13.56931684000,-12.33694444000,"0","0","-1","1","0","0","0","1","0","0","0",30.000,Lobito,city,"1",lobito,"7",-12.330000,13.560000,,,,"0","1099",Lobito,"5"
"9","14",AGO,AO,MSZ,Namibe,Namibe,1--4----,Port of Namibe,Empresa Portuaria do Namibe,CP 16 - Namibe - Angola,www.otal.com/angola,12.13545347000,-15.19361111000,"0","0","-1","1","0","0","1","0","0","0","0",20.000,Namibe,city,"1",namibe,"8",-15.200000,12.150000,,,,"0","1100",Namibe,"6"
"10","15",AGO,AO,PBN,Porto Amboim,Porto Amboim,1-------,Port of Porto Amboim,Porto Amboim Port Authority,Porto Amboim - Angola,,13.75318021000,-10.72805556000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Porto Amboim,city,"-1",porto amboim,"9",-10.728056,13.753180,,,,"0","-1",,"11"
"11","16",AGO,AO,SZA,Soyo,Soyo,1--4----,Port of Soyo,Fina Petroleos de Angola,Soyo - Angola,www.otal.com/angola,12.32037691000,-6.12138888900,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Soyo,city,"-1",soyo,"10",-6.121389,12.320377,,,,"0","-1",,"7"
"12","17",AGO,AO,LAD,Luanda,Luanda,1--45---,Porto de Luanda,Administracao do Porto de Luanda,Largo 4 de Fevereiro - Luanda 1229 - Angola,www.otal.com/angola,13.25088339000,-8.78388888900,"0","0","-1","1","0","0","1","1","0","0","0",50.000,Luanda,city,"1",luanda,"11",-8.800000,13.250000,,,,"0","1098",Luanda,"4"
"13","21",ALB,AL,DRZ,Durrës,Durres,1-------,Port of Durres,Durres Port Authority,Kapitenerija e Portit - L Nr 1 Rruga Tregtare - Durres - Albania,,19.45300353000,41.30777778000,"0","0","-1","1","0","0","0","0","0","0","0",10.000,Durres,city,"1",durrës,"12",41.310000,19.450000,,,,"0","975",Durres,"7"
"14","22",ALB,AL,SAR,Sarandë,Sarande,1-------,Port of Sarande,Sarande Port Authority,Port Office - Sarande Port - Sarande - Albania,,20.00353357000,39.87194444000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Sarande,city,"-1",sarandë,"13",39.871944,20.003534,,,,"0","-1",,"11"
"15","23",ALB,AL,SHG,Shëngjin,Shengjin,1-------,Port of Shengjin,Shengjin Port Authority,Shengjin - Albania,,19.58651355000,41.80944444000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Shengjin,city,"-1",shëngjin,"14",41.809444,19.586514,,,,"0","-1",,"11"
"16","26",ANT,AN,BUB,Bullenbaai,Bullenbaai,1-------,Bullen Bay,Curacao Ports Authority,Werf de Wilde z/n -  P.O. Box 689 -  Curacao - Netherlands Antilles,www.curports.com,-69.02108363000,12.18777778000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Bullenbaai,city,"-1",bullenbaai,"15",12.187778,-69.021084,,,,"0","-1",,"11"
"17","27",ANT,AN,CRB,"Caracas Baai, Curaçao","Caracas Baai, Curacao",1-------,Caracas Bay,Curacao Ports Authority,Werf de Wilde z/n - P.O. Box 689 - Curacao - Netherlands Antilles,www.curports.com,-68.85918728000,12.07833333000,"0","0","-1","1","0","0","0","0","0","0","0",2.000,"Caracas Baai, Curacao",city,"1","caracas baai, curaçao","16",12.060000,-68.860000,,,,"0","320",Caracasbaai,"9"
"18","28",ANT,AN,KRA,"Kralendijk, Bonaire","Kralendijk, Bonaire",1---5---,Port of Kralendijk,Bonaire Port Authority,"Harbour Office - Kralendijk, Bonaire - Netherlands Antilles",,-68.27355713000,12.14833333000,"1","8","1","1","0","0","0","1","0","0","0",50.000,"Kralendijk, Bonaire",city,"1","kralendijk, bonaire","17",12.150000,-68.280000,,,,"0","318",Kralendijk,"4"
"19","29",ANT,AN,PHI,Philipsburg,Philipsburg,1-3-----,Port of Philipspburg,"0","Philipspburg, Saint Maarten - Netherlands Antilles",,-63.04375736000,18.01444444000,"1","63","1","1","0","1","0","0","0","0","0",50.000,Philipsburg,city,"1",philipsburg,"18",18.010000,-63.050000,,,,"0","302",Phillipsburg,"4"
"20","30",ANT,AN,CUR,Curaçao,Curacao,1--4----,Port of Willemstad,Curacao Ports Authority,Werf de Wilde z/n - P.O. Box 689 - Curacao - Netherlands Antilles,www.curports.com,-68.91825677000,12.11916667000,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Curacao,city,"-1",curaçao,"19",12.119167,-68.918257,,,,"0","-1",,"7"
"21","31",ANT,AN,CMB,#N/A,#N/A,#N/A,St. Michiel Bay,Curacao Ports Authority,Werf de Wilde z/n - P.O. Box 689 - Curacao - Netherlands Antilles,www.curports.com,-68.99340400000,12.14666667000,"0","0","-1","0","0","0","0","0","0","0","0",0.500,#N/A,city,"-1",#n/a,"20",12.146667,-68.993404,,,,"0","-1",,"11"
"22","32",ARE,AE,KHL,Mina Khalifa/Abu Dhabi,Mina Khalifa/Abu Dhabi,1-------,Khalifa Port,Abu Dhabi Ports Company (ADPC),PO Box 54477 - Abu Dhabi - United Arab Emirates,www.adpc.ae,54.68457008000,24.77277778000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Mina Khalifa/Abu Dhabi,city,"-1",mina khalifa/abu dhabi,"21",24.772778,54.684570,,,,"0","-1",,"11"
"23","33",ARE,AE,SHJ,Sharjah,Sharjah,1-------,Port Khalid,Ports of Sharjah,P.O Box 510 - Sharjah - United Arab Emirates,www.sharjahports.gov.ae,55.37408716000,25.36611111000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Sharjah,city,"-1",sharjah,"22",25.366111,55.374087,,,,"0","-1",,"11"
"24","34",ARE,AE,DXB,Dubai,Dubai,1-345---,Port Rashid,DP World,PO Box 17000 - Dubai - United Arab Emirates,www.dpa.ae,55.26931684000,25.26722222000,"1","7","-1","1","0","1","1","1","0","0","0",75.000,Dubai,city,"-1",dubai,"23",25.267222,55.269317,,,,"0","-1",,"3"
"25","35",ARE,AE,AUH,Abu Dhabi,Abu Dhabi,1-345---,Port Zayed,Abu Dhabi Seaport Authority,P.O.Box 422 - Abu Dhabi - United Arab Emirates,www.portzayed.gov.ae,54.37267373000,24.52500000000,"0","0","-1","1","0","1","1","1","0","0","0",30.000,Abu Dhabi,city,"-1",abu dhabi,"24",24.525000,54.372674,,,,"0","-1",,"5"
"26","36",ARE,AE,FJR,Al Fujayrah,Al Fujayrah,1--4----,Port of Fujairah,PO Box 787,"Fujairah, Fujairah - United Arab Emirates",www.fujairahport.ae,56.35653710000,25.17833333000,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Al Fujayrah,city,"-1",al fujayrah,"25",25.178333,56.356537,,,,"0","-1",,"7"
"27","37",ARE,AE,SHJ,Sharjah,Sharjah,1-------,Port of Hamriyah,Sharjah Sea Ports,P.O Box 510 - Sharjah - United Arab Emirates,www.sharjahports.gov.ae,55.47497055000,25.44805556000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Sharjah,city,"-1",sharjah,"26",25.448056,55.474971,,,,"0","-1",,"11"
"28","38",ARE,AE,JEA,Jebel Ali,Jebel Ali,1-------,Port of Jebel Ali,DP World,PO Box 17000 - Dubai - United Arab Emirates,www.dpa.ae,55.05600707000,24.99583333000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Jebel Ali,city,"-1",jebel ali,"27",24.995833,55.056007,,,,"0","-1",,"11"
"29","39",ARE,AE,KLF,Khor al Fakkan,Khor al Fakkan,1-------,Port of Khor Fakkan,Ports of Sharjah,P.O Box 510 - Sharjah - United Arab Emirates,www.sharjahports.gov.ae,56.35936396000,25.35305556000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Khor al Fakkan,city,"-1",khor al fakkan,"28",25.353056,56.359364,,,,"0","-1",,"11"
"30","40",ARG,AR,CUN,#N/A,#N/A,#N/A,Cullen Oil Terminal,"0","Cullen, Tierra del Fuego - Argentina",,-68.34269729000,-52.89611111000,"0","0","-1","0","0","0","0","0","0","0","0",0.500,#N/A,city,"-1",#n/a,"29",-52.896111,-68.342697,,,,"0","-1",,"11"
"31","41",ARG,AR,PRS,Puerto Rosales/Bahia Blanca,Puerto Rosales/Bahia Blanca,1-------,Port Coronel Rosales,Administracion Portuaria Bonaerense,"Casilla de Correo 14 - Punta Alta, Buenos Aires 7109 - Argentina",www.consejoportuario.com.ar,-62.07037691000,-38.92388889000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Puerto Rosales/Bahia Blanca,city,"-1",puerto rosales/bahia blanca,"30",-38.923889,-62.070377,,,,"0","-1",,"11"
"32","44",ARG,AR,BHI,Bahía Blanca,Bahia Blanca,1--4----,Port of Bahia Blanca,Autoridad Portuaria del Puerto de Bahia Blanca,"Bahia Blanca City, Buenos Aires Province - Argentina",www.puertobahiablanca.com,-62.27090695000,-38.79138889000,"0","0","-1","1","0","0","1","0","0","0","0",20.000,Bahia Blanca,city,"2",bahía blanca,"31",-38.800000,-62.260000,,,,"0","389",Puerto Ingeniero White,"6"
"33","46",ARG,AR,BUE,Buenos Aires,Buenos Aires,12345---,Port of Buenos Aires,Administracion General de Puertos,Buenos Aires - Argentina,www.puertobuenosaires.gov.ar,-58.36967020000,-34.59916667000,"0","0","-1","1","1","1","1","1","0","0","0",75.000,Buenos Aires,city,"1",buenos aires,"32",-34.600000,-58.360000,,,,"0","385",Buenos Aires,"3"
"34","47",ARG,AR,CLC,Caleta Córdoba,Caleta Cordoba,1-------,Port of Caleta Cordova,"0","Caleta Cordova, Chubut - Argentina",,-67.36825677000,-45.75083333000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Caleta Cordoba,city,"-1",caleta córdoba,"33",-45.750833,-67.368257,,,,"0","-1",,"11"
"35","49",ARG,AR,CVI,Caleta Olivia,Caleta Olivia,1--4----,Port of Caleta Olivia,"0","Caleta Olivia, Santa Cruz - Argentina",,-67.50848057000,-46.43305556000,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Caleta Olivia,city,"-1",caleta olivia,"34",-46.433056,-67.508481,,,,"0","-1",,"7"
"36","52",ARG,AR,CMP,Campana,Campana,1-------,Port of Campana,Administracion Portuaria Bonaerense,Delegacian Parana Inferior (2804) - Campana - Argentina,www.consejoportuario.com.ar,-58.95141343000,-34.15333333000,"0","0","-1","1","0","0","0","0","0","0","0",5.000,Campana,city,"1",campana,"35",-34.150000,-58.960000,,,,"0","383",Campana,"8"
"37","53",ARG,AR,CRD,Comodoro Rivadavia,Comodoro Rivadavia,1--4----,Port of Comodoro Rivadavia,"0","Comodoro Rivadavia, Chubut - Argentina",,-67.45989399000,-45.85583333000,"0","0","-1","1","0","0","1","0","0","0","0",30.000,Comodoro Rivadavia,city,"-1",comodoro rivadavia,"36",-45.855833,-67.459894,,,,"0","-1",,"5"
"38","57",ARG,AR,DSU,Dock Sur,Dock Sur,1-3-----,Port of Dock Sud,Administracion Portuaria Bonaerense,Av. Belgrano NA 2050 (1872) - Avellaneda - Argentina,www.consejoportuario.com.ar,-58.34269729000,-34.63416667000,"0","0","-1","1","0","1","0","0","0","0","0",0.500,Dock Sur,city,"-1",dock sur,"37",-34.634167,-58.342697,,,,"0","-1",,"11"
"39","60",ARG,AR,IBY,Ibicuy,Ibicuy,1-------,Port of Ibicuy,Administracion Puerto Ibicuy,"Ente Autarquico Puerto Ibicuy - Ibicuy, Entre Rios 2846 - Argentina",www.consejoportuario.com.ar/puertos.aspx?id=38,-59.17391048000,-33.75694444000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Ibicuy,city,"-1",ibicuy,"38",-33.756944,-59.173910,,,,"0","-1",,"11"
"40","62",ARG,AR,LPG,La Plata,La Plata,1--4----,Port of La Plata,Consortium of Administration of La Plata Port,Argentina,www.laplataport.com.ar,-57.89022379000,-34.85527778000,"0","0","-1","1","0","0","1","0","0","0","0",20.000,La Plata,city,"1",la plata,"39",-34.900000,-57.930000,,,,"0","386",La Plata,"6"
"41","63",ARG,AR,MDQ,Mar del Plata,Mar del Plata,1-345---,Port of Mar del Plata,Administracion Portuaria Bonaerense,Mar del Plata - Argentina,www.consejoportuario.com.ar,-57.53333333000,-38.04277778000,"0","0","-1","1","0","1","1","1","0","0","0",30.000,Mar del Plata,city,"1",mar del plata,"40",-38.030000,-57.530000,,,,"0","387",Mar Del Plata,"5"
"42","65",ARG,AR,PUD,Puerto Deseado,Puerto Deseado,1--4----,Port of Puerto Deseado,Deseado de la Provincia del Santa Cruz,"Zona Portuaria S/N - Puerto Deseado, Santa Cruz 9050 - Argentina",www.scruz.gov.ar/puertos,-65.90406360000,-47.75555556000,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Puerto Deseado,city,"-1",puerto deseado,"41",-47.755556,-65.904064,,,,"0","-1",,"7"
"43","66",ARG,AR,PQU,Punta Quilla,Punta Quilla,1-------,Port of Punta Quilla,Zona Portuaria S/N,"Punta Quilla, Santa Cruz 9300 - Argentina",www.scruz.gov.ar/puertos,-68.40671378000,-50.11666667000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Punta Quilla,city,"-1",punta quilla,"42",-50.116667,-68.406714,,,,"0","-1",,"11"
"44","68",ARG,AR,RWO,Rawson,Rawson,123-----,Port of Rawson,"0","Avda. 9 de Julio 280 - Rawson, Chubut 9103 - Argentina",www.consejoportuario.com.ar,-65.05600707000,-43.33916667000,"0","0","-1","1","1","1","0","0","0","0","0",0.500,Rawson,city,"-1",rawson,"43",-43.339167,-65.056007,,,,"0","-1",,"11"
"45","69",ARG,AR,RGL,Río Gallegos,Rio Gallegos,1--4----,Port of Rio Gallegos,"0","Gobernador Lista 395 - Rio Gallegos, Santa Cruz 9400 - Argentina",www.scruz.gov.ar/puertos,-69.21825677000,-51.61166667000,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Rio Gallegos,city,"-1",río gallegos,"44",-51.611667,-69.218257,,,,"0","-1",,"7"
"46","70",ARG,AR,RGA,Río Grande,Rio Grande,1--4----,Port of Rio Grande,"0","Rio Grande, Tierra del Fuego - Argentina",,-67.70247350000,-53.79444444000,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Rio Grande,city,"-1",río grande,"45",-53.794444,-67.702473,,,,"0","-1",,"7"
"47","71",ARG,AR,SAE,San Antonio Este,San Antonio Este,1-------,Port of San Antonio Oeste,"0","San Antonio Oeste, Rio Negro - Argentina",,-64.88457008000,-40.79805556000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,San Antonio Este,city,"-1",san antonio este,"46",-40.798056,-64.884570,,,,"0","-1",,"11"
"48","72",ARG,AR,ULA,San Julian,San Julian,1--4----,Port of San Julian,"0","Sarmiento 200 - San Julian, Santa Cruz 9310 - Argentina",www.scruz.gov.ar/puertos,-67.71896349000,-49.29972222000,"0","0","-1","1","0","0","1","0","0","0","0",10.000,San Julian,city,"-1",san julian,"47",-49.299722,-67.718963,,,,"0","-1",,"7"
"49","75",ARG,AR,SPD,San Pedro,San Pedro,1-3-----,Port of San Pedro,Administracion Portuaria Bonaerense,"Ruta 191 Km. 0 - San Pedro, Buenos Aires 2930 - Argentina",www.consejoportuario.com.ar,-59.63845701000,-33.68472222000,"0","0","-1","1","0","1","0","0","0","0","0",0.500,San Pedro,city,"-1",san pedro,"48",-33.684722,-59.638457,,,,"0","-1",,"11"
"50","76",ARG,AR,SSN,San Sebastián,San Sebastian,1-------,Port of San Sebastian,"0","San Sebastian, Tierra del Fuego - Argentina",,-68.26007067000,-53.31166667000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,San Sebastian,city,"-1",san sebastián,"49",-53.311667,-68.260071,,,,"0","-1",,"11"
"51","78",ARG,AR,USH,Ushuaia,Ushuaia,1--4----,Port of Ushuaia,Direccion Provincial de Puertos,"Avenida Maipu 510 - Ushuaia, Tierra del Fuego V9410BJL - Argentina",www.puertoushuaia.gov.ar,-68.30088339000,-54.80944444000,"0","0","-1","1","0","0","1","0","0","0","0",20.000,Ushuaia,city,"1",ushuaia,"50",-54.810000,-68.300000,,,,"0","392",Ushuaia,"6"
"52","80",ARG,AR,ZAE,Zárate,Zarate,1-------,Port of Zarate,Administracion Portuaria Bonaerense,"Avda. Pagola 2007 - Zarate, Buenos Aires 2800 - Argentina",www.consejoportuario.com.ar,-59.00494700000,-34.09888889000,"0","0","-1","1","0","0","0","0","0","0","0",5.000,Zarate,city,"2",zárate,"51",-34.080000,-59.030000,,,,"0","382",Zarate,"8"
"53","82",ARG,AR,PBG,Puerto Belgrano/Bahia Blanca,Puerto Belgrano/Bahia Blanca,1-------,Puerto Belgrano,"0","""Puerto Belgrano	 - Argentina""",,-62.10088339000,-38.89444444000,"0","0","-1","1","0","0","0","0","0","0","0",5.000,Puerto Belgrano/Bahia Blanca,city,"1",puerto belgrano/bahia blanca,"52",-38.880000,-62.100000,,,,"0","388",Puerto Belgrano,"8"
"54","83",ARG,AR,PGV,Puerto Galvan/Bahia Blanca,Puerto Galvan/Bahia Blanca,1-------,Puerto Galvan,"0",Puerto Galvan - Argentina,,-62.30053004000,-38.78305556000,"0","0","-1","1","0","0","0","0","0","0","0",5.000,Puerto Galvan/Bahia Blanca,city,"1",puerto galvan/bahia blanca,"53",-38.800000,-62.260000,,,,"0","389",Puerto Ingeniero White,"8"
"55","84",ARG,AR,INW,Ingeniero White/Bahia Blanca,Ingeniero White/Bahia Blanca,1-3-----,Puerto Ingeniero White,"0",Puerto Ingeniero White - Argentina,,-62.25989399000,-38.79194444000,"0","0","-1","1","0","1","0","0","0","0","0",5.000,Ingeniero White/Bahia Blanca,city,"2",ingeniero white/bahia blanca,"54",-38.800000,-62.260000,,,,"0","389",Puerto Ingeniero White,"8"
"56","85",ARG,AR,PMY,Puerto Madryn,Puerto Madryn,1--4----,Puerto Madryn,Puerto Madryn Administracion Porturia,"Muelle Alte. Storni, Ruta Provincial No 1 - Madryn, Chubut 9120 - Argentina",www.appm.com.ar,-65.03333333000,-42.73611111000,"0","0","-1","1","0","0","1","0","0","0","0",20.000,Puerto Madryn,city,"1",puerto madryn,"55",-42.760000,-65.030000,,,,"0","390",Puerto Madryn,"6"
"57","88",ARG,AR,QQN,Quequén,Quequen,1-------,Puerto Quequen,Consorcio de Gestion del Puerto de Quequen,Avenue Juan de Garay 850 - Quequen 7631 - Argentina,www.puertoquequen.com,-58.71702002000,-38.57555556000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Quequen,city,"-1",quequén,"56",-38.575556,-58.717020,,,,"0","-1",,"11"
"58","91",ARG,AR,PCO,Punta Colorada,Punta Colorada,1-3-----,Punta Colorada,"0",Punta Colorada - Argentina,,-65.01042403000,-41.69666667000,"0","0","-1","1","0","1","0","0","0","0","0",0.500,Punta Colorada,city,"-1",punta colorada,"57",-41.696667,-65.010424,,,,"0","-1",,"11"
"59","92",ARG,AR,PLO,Punta Loyola,Punta Loyola,1-------,Punta Loyola,"0",Punta Loyola - Argentina,,-69.00618375000,-51.61111111000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Punta Loyola,city,"-1",punta loyola,"58",-51.611111,-69.006184,,,,"0","-1",,"11"
"60","93",ARG,AR,RIC,Rio Cullen,Rio Cullen,1-------,Rio Cullen Marine Terminal,"0",Rio Cullen - Argentina,,-68.33686690000,-52.89138889000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Rio Cullen,city,"-1",rio cullen,"59",-52.891389,-68.336867,,,,"0","-1",,"11"
"61","95",ASM,AS,PPG,Pago Pago,Pago Pago,1--45---,Port of Pago-Pago,American Samoa Government,Territory of American Samoa - Pago-Pago 96799 - American Samoa,americansamoa.gov,-170.68792700000,-14.27416667000,"0","0","-1","1","0","0","1","1","0","0","0",20.000,Pago Pago,city,"1",pago pago,"60",-14.280000,-170.660000,,,,"0","1335",Pago Pago Harbor,"6"
"62","96",ATG,AG,SJO,Saint John's,Saint John's,1-------,Saint John's Harbour,Antigua Port Authority,"Deep Water Harbour - P.O. Box 1052 - St. John's, Antigua Island - Antigua and Barbuda",www.ab.gov.ag,-61.85229682000,17.12277778000,"0","0","-1","1","0","0","0","0","0","0","0",5.000,Saint John's,city,"2",saint john's,"61",17.110000,-61.850000,,,,"0","306",St Johns,"8"
"63","97",AUS,AU,BYP,Beauty Point,Beauty Point,1-------,Beauty Point Harbour,"0",Beauty Point - Australia,,146.82073030000,-41.15444444000,"0","0","-1","1","0","0","0","0","0","0","0",2.000,Beauty Point,city,"1",beauty point,"62",-41.150000,146.810000,,,,"0","1316",Beauty Point,"9"
"64","98",AUS,AU,CNS,Cairns,Cairns,1--4----,Cairns Seaport,Far North Queensland Ports Corporation Limited,"Grafton and Hartley Streets - PO Box 594 - Cairns, Queensland 4870 - Australia",www.cairnsport.com.au,145.77550060000,-16.92972222000,"0","0","-1","1","0","0","1","0","0","0","0",30.000,Cairns,city,"1",cairns,"63",-16.910000,145.780000,,,,"0","1277",Cairns,"5"
"65","99",AUS,AU,CFS,Coffs Harbour,Coffs Harbour,1--4----,Coffs Harbour,"0",Coffs Harbour - Australia,,153.14146050000,-30.30750000000,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Coffs Harbour,city,"-1",coffs harbour,"64",-30.307500,153.141460,,,,"0","-1",,"7"
"66","101",AUS,AU,EPR,Esperance,Esperance,1--4----,Esperance Port Authority,Esperance Port Authority,"PO Box 35 - Esperance, Western Australia 6450 - Australia",www.esperanceport.com.au,121.89340400000,-33.87194444000,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Esperance,city,"-1",esperance,"65",-33.871944,121.893404,,,,"0","-1",,"7"
"67","102",AUS,AU,FRE,Fremantle,Fremantle,1--4----,Fremantle Port,Fremantle Port Authority,"PO Box 95 - Fremantle, Western Australia 6959 - Australia",www.fremantleports.com.au,115.73810370000,-32.04750000000,"0","0","-1","1","0","0","1","0","0","0","0",5.000,Fremantle,city,"1",fremantle,"66",-32.050000,115.750000,Some dups here,,,"0","1298",Fremantle,"8"
"68","104",AUS,AU,KLP,Klein Point,Klein Point,1-------,Klein Point,Flinders Ports Pty Ltd,"296 St Vincent Street - Port Adelaide, South Australia 5015 - Australia",www.flindersports.com.au,137.77161370000,-34.96083333000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Klein Point,city,"-1",klein point,"67",-34.960833,137.771614,,,,"0","-1",,"11"
"69","105",AUS,AU,MKY,Mackay,Mackay,1--4----,Mackay Seaport,Mackay Port Authority,"PO Box 3340 - North Mackay, Queensland 4740 - Australia",www.nqbp.com.au,149.22373380000,-21.10833333000,"0","0","-1","1","0","0","1","0","0","0","0",20.000,Mackay,city,"1",mackay,"68",-21.110000,149.210000,,,,"0","1279",Mackay,"6"
"70","106",AUS,AU,PUG,Port Augusta,Port Augusta,1--4----,Port Augusta,"0",Port Augusta - Australia,,137.75671380000,-32.48861111000,"0","0","-1","1","0","0","1","0","0","0","0",10.000,Port Augusta,city,"-1",port augusta,"69",-32.488611,137.756714,,,,"0","-1",,"7"
"71","107",AUS,AU,BTB,Botany Bay,Botany Bay,1-------,Port Botany,Sydney Ports,"207 Kent Street - Sydney, NSW 2000 - Australia",www.sydneyports.com.au,151.20954060000,-33.97305556000,"0","0","-1","1","0","0","0","0","0","0","0",5.000,Botany Bay,city,"1",botany bay,"70",-34.000000,151.230000,,,,"0","1286",Botany Bay,"8"
"72","108",AUS,AU,PGI,Port Giles,Port Giles,1-------,Port Giles,Flinders Ports Pty Ltd,"296 St Vincent Street - Port Adelaide, South Australia 5015 - Australia",www.flindersports.com.au,137.75883390000,-35.02222222000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Port Giles,city,"-1",port giles,"71",-35.022222,137.758834,,,,"0","-1",,"11"
"73","109",AUS,AU,PHU,Port Huon,Port Huon,1-------,Port Huon,"0",Port Huon - Australia,,146.96755010000,-43.16000000000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Port Huon,city,"-1",port huon,"72",-43.160000,146.967550,,,,"0","-1",,"11"
"74","110",AUS,AU,PLA,Port Latta,Port Latta,1-------,Port Latta,"0",Port Latta - Australia,,145.38510010000,-40.84361111000,"0","0","-1","1","0","0","0","0","0","0","0",0.500,Port Latta,city,"-1",port latta,"73",-40.843611,145.385100,,,,"0","-1",,"11"
"75","111",AUS,AU,PLO,Port Lincoln,Port Lincoln,1--4----,Port Lincoln,Flinders Ports Pty Ltd,"296 St Vincent Street - Port Adelaide, South Australia 5015 - Australia",www.flindersports.com.au,135.86949350000,-34.71833333000,"0","0","-1","1","0","0","1","0","0","0","0",20.000,Port Lincoln,city,"1",port lincoln,"74",-34.710000,135.850000,,,,"0","1295",Port Lincoln,"6"
