iso3,label,sublabel,latitude,longitude
GBR,SCARBOROUGH,,54.283333,-0.4
GBR,WHITBY,,54.483332999999995,-0.616667
FRA,RADE DE BREST,,48.383333,-4.5
FRA,CONCARNEAU,,47.866667,-3.916667
UKR,YALTA,,44.483333,34.166667
UKR,FEODOSIYA,,45.016667,35.433333000000005
UKR,BERDYANSK,,46.75,36.783333
UKR,MARIUPOL,,47.083333,37.566666999999995
UKR,SKADOVS'K,,46.1,32.916667
UKR,ILLICHIVSK,,46.3,30.65
UKR,ODESA,,46.483333,30.733333000000002
UKR,DNIPRO-BUZKYY,,46.733333,31.883333
PHL,CEBU,,10.3,123.9
PHL,SAN CARLOS,,10.483333,123.41666699999999
PHL,PORT CAPIZ,,11.6,122.71666699999999
PHL,SANTA CRUZ (MARINDUQUE ISL),,13.5,122.066667
PHL,MANILA,,14.583332999999998,120.96666699999999
MCO,MONACO,,43.733333,7.4166669999999995
USA,PORT WING,,46.783333,-91.383333
USA,SUPERIOR,,46.733333,-92.06666700000001
USA,DULUTH,,46.766667,-92.1
USA,TWO HARBORS,,47.016667,-91.65
USA,GRAND MARAIS,,46.683333000000005,-85.966667
USA,MARQUETTE,,46.533333,-87.383333
USA,PRESQUE ISLE,,46.566666999999995,-87.383333
PRK,HAEJU HANG,,38.0,125.7
TZA,MTWARA,,-10.266667,40.2
GRC,LIMIN SIROU,,37.433333000000005,24.95
GRC,AKRA KAVONISI,,35.516667,23.633333
COG,POINTE NOIRE,,-4.783333,11.833333
DNK,KERTEMINDE,,55.45,10.666667
DNK,NYBORG,,55.316667,10.8
DNK,MIDDELFART,,55.5,9.733333
DNK,ASSENS,,55.266667000000005,9.883333
CAN,CHANDLER,,48.366667,-64.666667
GBR,MACDUFF,,57.666667000000004,-2.5
GBR,DUNBAR,,56.0,-2.516667
GBR,GRANTON,,55.983332999999995,-3.2166669999999997
GBR,PETERHEAD,,57.5,-1.7833330000000003
GBR,FRASERBURGH HARBOR,,57.683333,-2.0
GBR,BUCKIE HARBOR,,57.683333,-2.9666669999999997
GBR,LOSSIEMOUTH,,57.716667,-3.2833330000000003
GBR,CROMARTY,,57.683333,-4.033333
GBR,PORTMAHOMACK HARBOR,,57.833332999999996,-3.833333
GBR,HELMSDALE HARBOR,,58.11666700000001,-3.65
GBR,WICK,,58.433333,-3.083333
USA,ADAK NAVAL AIR STATION,,51.866667,-176.633333
USA,CRESCENT CITY,,41.75,-124.2
USA,PRINCETOWN,,37.5,-122.483333
USA,LONG BEACH,,33.766667,-118.183333
USA,LOS ANGELES,,33.75,-118.25
USA,PORT HUENEME,,34.15,-119.2
USA,SANTA BARBARA,,34.416667,-119.683333
USA,MORRO BAY,,35.366667,-120.85
USA,NEAH BAY,,48.366667,-124.61666699999999
FRA,BASTIA,,42.7,9.45
FRA,PORT DE PROPRIANO,,41.683333000000005,8.9
FRA,PORT D' AJACCIO,,41.916667,8.75
FRA,L'ILE ROUSSE,,42.633333,8.933333
CAN,BONAVISTA HARBOR,,48.65,-53.11666700000001
DNK,STUBBEKOBING,,54.88333299999999,12.05
DNK,STEGE,,54.983332999999995,12.283333
GBR,SAINT HELIER HARBOUR,,49.183333000000005,-2.1166669999999996
GBR,ALDERNEY HARBOUR,,49.733333,-2.2
GBR,SAINT SAMPSON,,49.483333,-2.516667
GBR,SAINT PETER PORT,,49.45,-2.5333330000000003
MAR,TANGER,,35.783333,-5.816667
MAR,PORT NADOR,,35.283333,-2.933333
MAR,MOHAMMEDIA,,33.716667,-7.4
MAR,CASABLANCA,,33.6,-7.616667
MAR,SAFI,,32.3,-9.25
MAR,TANGIER-MEDITERRANEAN,,35.9,-5.516667
ESP,CUETA,,35.9,-5.316667
MAR,PORT D AL HOCEIMA,,35.25,-3.916667
MAR,EL JADIDA,,33.25,-8.5
MAR,AGADIR,,30.433333,-9.633333
MAR,EL JORF LASFAR,,33.116667,-8.616667
ARE,FUJAYRAH HARBOR,,25.166667,56.333332999999996
ARE,MINA SAQR,,25.983333,56.05
ARE,AL HAMRIYAH LPG TERMINAL,,25.466667,55.483332999999995
ARE,DUBAYY,,25.266667,55.3
ARE,MINA JABAL ALI,,25.016667,55.05
ARE,ABU ZABY,,24.5,54.333332999999996
ARE,JABAL AZ ZANNAH/RUWAYS,,24.2,52.7
ARE,ASH SHARIQAH,,25.416667,55.36666700000001
ZAF,RICHARDS BAY,,-28.816667,32.083333
ZAF,SALDANHA BAY,,-33.033333,17.966667
ZAF,CAPE TOWN,,-33.916667,18.416667
ZAF,SIMONSTOWN,,-34.183333000000005,18.433332999999998
ZAF,MOSSEL BAY,,-34.183333000000005,22.15
ZAF,PORT ELIZABETH,,-33.966667,25.616667
ZAF,DURBAN,,-29.866667,31.066667
MEX,VERACRUZ,,19.2,-96.133333
MEX,CIUDAD DEL CARMEN,,18.633333,-91.866667
GBR,KIRKWALL,,58.983332999999995,-2.9666669999999997
KHM,KAMPONG SAOM,,10.633333,103.5
ECU,MANTA,,-0.95,-80.716667
FRA,CALAIS,,50.966667,1.85
FRA,SAINT-VALERY-SUR-SOMME,,50.183333000000005,1.616667
FRA,PORT DU HAVRE-ANTIFER,,49.65,0.15
NOR,HUSNES,,59.86666700000001,5.766667
NOR,AKRAHAMN,,59.266667000000005,5.183333
NOR,STAVANGER,,58.966667,5.75
NOR,SKUDENESHAVN,,59.15,5.266667
NOR,TANANGER,,58.933333,5.5833330000000005
NOR,KIRKEHAMN,,58.233332999999995,6.533333
NOR,STUSVIK,,58.0,7.033333
NOR,ARENDAL,,58.466667,8.766667
NOR,KRAGERO,,58.86666700000001,9.416667
NOR,LARVIK,,59.05,10.033333
NOR,HOLMESTRAND,,59.483332999999995,10.3
NOR,DRAMMEN,,59.733332999999995,10.25
NOR,DROBAK,,59.666667000000004,10.65
NOR,BUD,,62.9,6.9166669999999995
NOR,HAREID,,62.36666700000001,6.033333
NOR,ALESUND,,62.466667,6.1666669999999995
NOR,FLORO,,61.6,5.033333
NOR,STOKKMARKNES,,68.56666700000001,14.916667000000002
NOR,NARVIK,,68.43333299999999,17.416667
NOR,BODO,,67.283333,14.383332999999999
NOR,VADSO,,70.06666700000001,29.75
CHN,BASUO,,19.1,108.61666699999999
SWE,ORNSKOLDSVIK,,63.283333,18.716667
SWE,UMEA HAMN,,63.7,20.35
SWE,VASTERVIK,,57.766667000000005,16.65
SWE,STOCKHOLM,,59.333332999999996,18.05
GRC,MITILINI,,39.1,26.566667
GRC,PLOMARION,,38.983333,26.366667
GRC,KHIOS,,38.366667,26.133333
GRC,NEON KARLOVAS,,37.8,26.683333
GRC,PITHAGORION,,37.683333000000005,26.95
LBY,MERSA TOBRUQ,,32.083333,23.983333
LBY,DARNAH,,32.766667,22.65
LBY,BANGHAZI,,32.116667,20.05
LBY,AL BURAYQAH,,30.416666999999997,19.6
LBY,MINA TARABULUS (TRIPOLI),,32.9,13.183333
IOT,DIEGO GARCIA,,-7.35,72.466667
SVN,PIRAN,,45.533333,13.566667
FRO,TORSHAVN,,62.0,-6.75
FRO,KONGSHAVN,,62.11666700000001,-6.733333
GBR,BRIDPORT HARBOUR,,50.716667,-2.766667
GBR,NEWLYN,,50.1,-5.55
GBR,PAR,,50.35,-4.7
GBR,MEVAGISSEY,,50.266667,-4.783333
GBR,BRIXHAM HARBOUR,,50.4,-3.516667
GBR,TORQUAY HARBOUR,,50.466667,-3.5333330000000003
GBR,PORTLAND HARBOUR,,50.583333,-2.433333
GBR,DOVER HARBOR,,51.116667,1.333333
GBR,RAMSGATE,,51.333333,1.416667
GBR,FOLKESTONE HARBOUR,,51.083333,1.2
GBR,FISHGUARD,,52.016667,-4.983333
GBR,PORT TALBOT,,51.583333,-3.816667
GBR,HOLYHEAD,,53.316667,-4.633333
ESP,BERMEO,,43.416667,-2.7166669999999997
ESP,PUERTO DE BILBAO,,43.35,-3.05
ESP,GIJON,,43.55,-5.6666669999999995
ESP,MARIN,,42.4,-8.7
ESP,VIGO,,42.233333,-8.716667
DEU,HEILIGENHAFEN,,54.36666700000001,10.983333
DEU,STRALSUND,,54.316667,13.1
DEU,ORTH,,54.45,11.05
ITA,MESSINA,,38.2,15.566667
ITA,PORTO DI PALERMO,,38.133333,13.366667000000001
ITA,TRAPANI,,38.016667,12.5
ITA,MARSALA,,37.783333,12.433333
ITA,PORTO EMPEDOCLE,,37.283333,13.533332999999999
ITA,LICATA,,37.1,13.933333
ITA,GELA,,37.066666999999995,14.25
ITA,SIRACUSA,,37.05,15.283332999999999
ITA,AUGUSTA,,37.216667,15.233332999999998
ITA,CATANIA,,37.5,15.1
ITA,TERMINI IMERESE,,37.983333,13.7
BRB,BRIDGETOWN,,13.1,-59.63333299999999
KOR,MUKHO,,37.566666999999995,129.116667
KOR,SOKCH'O HANG,,38.2,128.6
KOR,PUSAN,,35.1,129.033333
KOR,CHEJU HANG,,33.516667,126.53333300000001
KOR,YOSU,,34.733333,127.75
KOR,TONGHAE,,37.533333,129.15
BRA,PORTO DE SUAPE,,-8.4,-34.966667
BRA,PORTOCEL,,-19.85,-40.05
BRA,RECIFE,,-8.05,-34.866667
BRA,PORTO DE MACEIO,,-9.666667,-35.733333
BRA,PORT OF ILHEUS,,-14.783332999999999,-39.016667
BRA,PORT DE SALVADOR,,-12.966667,-38.516667
BRA,TUBARAO,,-20.283333,-40.25
QAT,RAS LAFFAN,,25.916667,51.583333
DZA,ANNABA,,36.916667,7.766667
DZA,SKIKDA,,36.883333,6.9166669999999995
DZA,BEJAIA,,36.75,5.0833330000000005
DZA,DELLYS,,36.916667,3.916667
DZA,ALGER,,36.766667,3.066667
DZA,MOSTAGANEM,,35.933333000000005,0.083333
DZA,ARZEW,,35.85,-0.3
DZA,ARZEW EL DJEDID,,35.816666999999995,-0.25
DZA,ORAN,,35.7,-0.633333
DZA,MERS EL KEBIR,,35.733333,-0.7
DZA,BENI SAF,,35.3,-1.383333
DZA,GHAZAOUET,,35.1,-1.8666669999999999
DZA,JIJEL,,36.833333,5.783333
DZA,PORT METHANIER,,36.883333,6.95
DZA,DJEN-DJEN,,36.816666999999995,5.883333
IND,TUTICORIN,,8.8,78.166667
IND,CHENNAI (MADRAS),,13.1,80.3
IND,KAKINADA BAY,,17.0,82.31666700000001
IND,VISHAKHAPATNAM,,17.683332999999998,83.3
IND,PARADIP,,20.266667,86.68333299999999
IND,KAMARAJAR PORT,,13.266667000000002,80.31666700000001
IND,KARAIKAL PORT,,10.833333,79.866667
SWE,DEGERHAMN,,56.35,16.416667
CAN,VICTORIA HARBOR,,48.433333000000005,-123.38333300000001
CAN,WESTVIEW,,49.833333,-124.516667
CAN,POWELL RIVER,,49.866667,-124.53333300000001
ITA,IMPERIA,,43.883333,8.033333
ITA,SAVONA,,44.316666999999995,8.5
ITA,GENOVA,,44.4,8.933333
ITA,LA SPEZIA,,44.1,9.833333
ITA,MARINA DI CARRARA,,44.033333,10.033333
ITA,LIVORNO,,43.55,10.316667
CAN,KINGSVILLE,,42.016667,-82.733333
RUS,KORSAKOV,,46.616667,142.76666699999998
RUS,NEVELSK,,46.666667,141.866667
RUS,KHOLMSK,,47.05,142.05
PRT,LAJES,,38.4,-28.266666999999998
PRT,PONTA DELGADA,,37.733333,-25.666667
PRT,HORTA,,38.533333,-28.633333
GRC,RODHOS,,36.45,28.233333000000002
AUS,STANLEY,,-40.766667,145.283333
AUS,BURNIE,,-41.05,145.95
JPN,MOMBETSU KO,,44.35,143.35
JPN,ABASHIRI KO,,44.016667,144.283333
JPN,NEMURO KO,,43.333333,145.583333
JPN,HANASAKI KO,,43.283333,145.583333
JPN,KUSHIRO KO,,42.983333,144.366667
JPN,TOMAKOMAI KO,,42.633333,141.633333
JPN,HAKODATE KO,,41.783333,140.716667
JPN,ESASI KO,,41.866667,140.116667
JPN,OTARU KO,,43.2,141.01666699999998
JPN,RUMOI KO,,43.95,141.633333
JPN,WAKKANAI,,43.416667,141.683333
JPN,AOMORI KO,,40.833333,140.75
JPN,HACHINOHE KO,,40.533333,141.55
JPN,MIYAKO,,39.633333,141.98333300000002
JPN,ONAGAWA,,38.45,141.45
JPN,ONAHAMA KO,,36.933333000000005,140.9
JPN,KASHIMA KO,,35.933333000000005,140.7
JPN,KISARAZU KO,,35.366667,139.883333
JPN,CHIBA KO,,35.583333,140.066667
JPN,KATSUNAN KO,,35.666667,139.98333300000002
JPN,KAWASAKI KO,,35.5,139.76666699999998
JPN,YOKOHAMA KO,,35.45,139.583333
JPN,OITA KO,,33.25,131.666667
JPN,SAGANOSEKI KO,,33.25,131.866667
JPN,TSUKUMI KO,,33.083333,131.866667
JPN,SAIKI KO,,32.966667,131.933333
JPN,HOSOSHIMA KO,,32.433333000000005,131.666667
JPN,SHIBUSHI WAN,,31.466666999999998,131.1
JPN,MINAMATA KO,,32.2,130.383333
JPN,MIIKE KO,,33.0,130.416667
JPN,HAKATA,,33.6,130.4
JPN,HAMADA KO,,34.9,132.083333
JPN,AKITA-FUNAKAWA KO,,39.833333,140.0
JPN,TAKAMATSU,,34.35,134.05
JPN,KOMATSUSHIMA,,34.016667,134.6
JPN,TACHIBANA,,33.866667,134.666667
JPN,SUSAKI KO,,33.383333,133.3
JPN,MATSUYAMA,,33.85,132.7
JPN,KIKUMA KO,,34.033333,132.833333
JPN,IMABARI KO,,34.066666999999995,133.01666699999998
JPN,NIIHAMA,,33.983333,133.283333
JPN,MARUGAME KO,,34.3,133.783333
JPN,UBE KO,,33.933333000000005,131.23333300000002
JPN,SHIMODA KO,,34.666667,138.95
JPN,OMAEZAKI KO,,34.6,138.23333300000002
JPN,NAGOYA KO,,35.066666999999995,136.866667
JPN,YOKKAICHI,,34.966667,136.633333
JPN,WAKAYAMA-SHIMOTSU KO,,34.2,135.133333
JPN,SAKAI-SENBOKU,,34.55,135.433333
JPN,HIMEJI,,34.75,134.633333
JPN,KAKOGAWA,,34.7,134.833333
JPN,BEPPU,,33.316666999999995,131.51666699999998
JPN,KOKURA KO,,33.883333,130.883333
JPN,ISIKARI WAN,,43.233333,141.366667
JPN,TSURUGA KO,,35.65,136.066667
JPN,NAOETSU KO,,37.183333000000005,138.25
JPN,HABU KO,,34.283333,133.183333
JPN,SHINGU,,33.666667,135.98333300000002
JPN,TOKACHI,,42.25,143.3
JPN,TONDA,,34.033333,131.75
JPN,EASTERN PART OF NIIGATA-KO,,38.016667,139.23333300000002
JPN,FUNABASHI,,35.666667,139.95
JPN,SOMA,,37.833333,140.95
JPN,HIROHATA,,34.766667,134.633333
JPN,MEGA,,34.783333,134.7
JPN,SHIKAMA,,34.766667,134.65
JPN,MIKAWA,,34.716667,137.3
JPN,FUSHIKI-TOYAMA,,36.766667,137.133333
JPN,HIGASHI-HARIMA,,34.7,134.833333
JPN,OSAKA,,34.65,135.433333
JPN,ISHIKARI BAY NEW PORT,,43.216667,141.283333
HRV,UMAG,,45.433333000000005,13.516667000000002
HRV,ROVINJ,,45.083333,13.633332999999999
HRV,PULA,,44.883333,13.8
HRV,SPLIT,,43.5,16.433332999999998
VEN,LA GUAIRA,,10.616667,-66.93333299999999
VEN,CARUPANO,,10.7,-63.25
VEN,GUIRIA,,10.566667,-62.3
GIB,EUROPA POINT,,36.133333,-5.35
BHR,KHALIFA BIN SALMAN,,26.25,50.75
ALB,DURRES,,41.316666999999995,19.45
CAN,LOCKEPORT,,43.7,-65.116667
CAN,ST JOHN,,45.266667,-66.05
LVA,VENTSPILS,,57.4,21.533333
LVA,LIEPAJA,,56.516667000000005,21.016667
USA,SCITUATE,,42.2,-70.716667
USA,HYANNIS PORT,,41.633333,-70.3
