iso3,label,sublabel,latitude,longitude
USA,VINEYARD HAVEN,,41.45,-70.6
USA,MONTAUK HARBOR,,41.066666999999995,-71.93333299999999
USA,GREENPORT,,41.1,-72.366667
USA,NEW HAVEN,,41.233333,-72.916667
USA,PORT JEFFERSON,,40.95,-73.083333
USA,BRIDGEPORT,,41.166667,-73.18333299999999
USA,ROCKPORT,,42.666667,-70.616667
USA,CRIEHAVEN,,43.833333,-68.883333
USA,MATINICUS,,43.866667,-68.883333
USA,ROCKLAND,,44.1,-69.1
GHA,TAKORADI,,4.883333,-1.7333330000000002
GHA,SEKONDI,,4.95,-1.7
GHA,TEMA,,5.616667,0.016666999999999998
SOM,BERBERA,,10.45,45.016667
SOM,BOOSAASO,,11.283333,49.183333000000005
MNP,TINIAN,,14.966667000000001,145.616667
ESP,MALAGA,,36.716667,-4.4166669999999995
ESP,MOTRIL,,36.75,-3.516667
ESP,ADRA,,36.733333,-3.0333330000000003
ESP,ALMERIA,,36.833333,-2.4666669999999997
ESP,PUERTO DE CARBONERAS,,37.0,-1.8833330000000001
ESP,CARTAGENA,,37.583333,-0.983333
ESP,TORREVIEJA,,37.966667,-0.683333
ESP,ALICANTE,,38.333333,-0.483333
ESP,PUERTO DE GANDIA,,39.0,-0.15
ESP,VALENCIA,,39.45,-0.31666700000000003
ESP,SAGUNTO,,39.65,-0.216667
ESP,EL GRAO,,39.966667,0.016666999999999998
ESP,TARRAGONA,,41.1,1.233333
ESP,BARCELONA,,41.35,2.166667
ESP,SAN FELIU DE GUIXOLS,,41.783333,3.0333330000000003
ESP,PALAMOS,,41.833333,3.1166669999999996
ESP,PUERTO DE GARRUCHA,,37.183333000000005,-1.8166669999999998
ESP,VILLANUEVA Y GELTRU,,41.233333,1.7333330000000002
BGR,BURGAS,,42.483333,27.483333000000002
BGR,VARNA,,43.183333000000005,27.966666999999998
ITA,PORTO DI BARLETTA,,41.316666999999995,16.283333
ITA,MANFREDONIA,,41.616667,15.916667000000002
ITA,VASTO,,42.116667,14.716667000000001
ITA,ORTONA,,42.35,14.416667000000002
ITA,PESCARA,,42.466667,14.216667000000001
ITA,ANCONA,,43.616667,13.5
ITA,PORTO DI LIDO-VENEZIA,,45.416667,12.433333
ITA,TRIESTE,,45.65,13.766667000000002
ITA,MUGGIA,,45.6,13.766667000000002
ITA,MOLFETTA,,41.216667,16.6
ITA,CROTONE,,39.083333,17.133333
ITA,TARANTO,,40.466667,17.2
ITA,GALLIPOLI,,40.05,17.983333
ITA,OTRANTO,,40.15,18.5
ITA,MONOPOLI,,40.95,17.3
ITA,BARI,,41.133333,16.866667
ITA,BRINDISI,,40.65,17.983333
ITA,TORRE DEL GRECO,,40.783333,14.366667000000001
ISL,DALVIK,,65.983333,-18.516667
ESP,PUERTO DE ALCUDIA,,39.833333,3.1333330000000004
ESP,PALMA DE MALLORCA,,39.566666999999995,2.6333330000000004
ESP,IBIZA,,38.9,1.45
SYR,TARTUS,,34.9,35.866667
SYR,BANIYAS,,35.183333000000005,35.95
SYR,AL LADHIQIYAH,,35.533333,35.766667
BMU,IRELAND ISLAND,,32.316666999999995,-64.833333
SAU,DAMMAM,,26.5,50.2
SAU,AL JUBAYL,,27.083333000000003,49.666667
SAU,RAS AL GHAR,,26.9,49.866667
CHN,LIANYUNGANG,,34.733333,119.45
CHN,YANTAI,,37.55,121.45
CHN,HULUDAO GANG,,40.7,120.983333
CHN,YINGKOU,,40.683333000000005,122.233333
CHN,LUSHUN,,38.783333,121.25
CHN,DALIAN,,38.916667,121.66666699999999
CHN,TAICANG,,31.65,121.2
CHN,TANGSHAN (JINGTANG),,39.2,119.016667
CHN,QINHUANGDAO,,39.933333000000005,119.61666699999999
CAN,PORT DE ST PIERRE,,46.783333,-56.166667000000004
USA,CALCITE,,45.416667,-83.783333
USA,MACKINAC ISLAND,,45.85,-84.616667
USA,HARBOR BEACH,,43.85,-82.65
AGO,PORTO DO AMBRIZ,,-7.8333330000000005,13.1
MAC,MACAU,,22.183332999999998,113.566667
NZL,NAPIER,,-39.483333,176.916667
NZL,NEW PLYMOUTH,,-39.066666999999995,174.033333
DNK,BANDHOLM,,54.833332999999996,11.5
DNK,RODBY HAVN,,54.65,11.35
DNK,NYSTED,,54.666667000000004,11.733333
PYF,VAITAPE,,-16.5,-151.75
GBR,WATCHET HARBOR,,51.183333000000005,-3.333333
GBR,ST. MARY'S (SCILLY ISL.),,49.916667,-6.316667
FJI,LAUTOKA HARBOR,,-17.6,177.45
FJI,MALAI,,-16.35,179.366667
CHN,YANGPU,,19.733333,109.183333
CHN,CHIWAN,,19.966667,110.03333300000001
CHN,SHUI DONG,,21.483333,111.08333300000001
CHN,ZHUHAI,,22.233333,113.58333300000001
USA,MANISTIQUE,,45.95,-86.25
USA,PORT INLAND,,45.966667,-85.866667
USA,TWO RIVERS,,44.15,-87.56666700000001
USA,KEWAUNEE,,44.466667,-87.5
USA,PETOSKEY,,45.366667,-84.966667
USA,LELAND,,45.016667,-85.766667
USA,MICHIGAN CITY,,41.733333,-86.9
USA,GARY,,41.616667,-87.333333
USA,BUFFINGTON,,41.633333,-87.416667
USA,INDIANA HARBOR,,41.666667,-87.43333299999999
USA,CALUMET HARBOR,,41.733333,-87.516667
USA,WILMETTE,,42.083333,-87.68333299999999
USA,GREAT LAKES,,42.3,-87.833333
USA,WAUKEGAN,,42.366667,-87.81666700000001
USA,KENOSHA,,42.583333,-87.81666700000001
USA,RACINE,,42.733333,-87.783333
USA,PORT WASHINGTON,,43.383333,-87.866667
ITA,PORTO TORRES,,40.833333,8.4
ITA,CARLOFORTE,,39.15,8.316667
ITA,PORTO VESME,,39.2,8.4
ITA,ARBATAX,,39.933333000000005,9.7
ITA,CAGLIARI,,39.216667,9.116667
ITA,ORISTANO,,39.866667,8.55
FRA,PONTRIEUX,,48.7,-3.15
FRA,PORT DE ROSCOFF-BLOSCON,,48.733333,-3.983333
LBN,TARABULUS,,34.45,35.833333
LBN,BAYRUT,,33.9,35.5
NZL,NELSON,,-41.266667,173.26666699999998
NZL,PORT LYTTELTON,,-43.6,172.716667
NZL,TIMARU,,-44.4,171.25
NZL,BLUFF HARBOR,,-46.6,168.333333
DNK,FAKSE LADEPLADS HAVN,,55.216667,12.166667
DNK,KOGE,,55.45,12.2
DNK,KOBENHAVN,,55.7,12.616667
DNK,TUBORG,,55.716667,12.583333
DNK,HELSINGOR,,56.033333,12.616667
DNK,FREDERIKSVAERK,,55.966667,12.016667
DNK,FREDERIKSSUND,,55.833332999999996,12.05
DNK,KYNDBYVAERKETS HAVN,,55.816667,11.883333
DNK,HOLBAEK,,55.716667,11.716667
DNK,KALUNDBORG,,55.683333,11.1
DNK,KORSOR,,55.333332999999996,11.133333
DNK,SKAELSKOR,,55.25,11.3
DNK,NYKOBING (MOR),,56.766667000000005,11.866667
DNK,HUNDESTED,,55.966667,11.85
GUM,APRA HARBOR,,13.45,144.616667
IND,KARWAR,,14.816667,74.116667
IND,QUILON (KOLLAM),,8.883333,76.583333
IND,HAZIRA,,21.083333,72.633333
IND,NEW MANGALORE,,12.916667,74.81666700000001
IND,PORBANDAR,,21.633333,69.6
SAU,KING FAHD PORT,,23.95,38.216667
SAU,YANBU,,24.083333,38.05
SAU,JIDDAH,,21.483333,39.183333000000005
SAU,JIZAN,,16.9,42.483333
SAU,RABIGH,,22.733333,38.983333
SLV,ACAJUTLA,,13.583332999999998,-89.833333
SWE,VISBY,,57.63333299999999,18.283333
SWE,KLINTEHAMN,,57.38333299999999,18.2
PRT,FUNCHAL,,32.633333,-16.916667
IDN,JAKARTA,,-6.1,106.88333300000001
IDN,CIREBON,,-6.716667,108.566667
IDN,SURABAYA,,-7.2,112.733333
PER,BAHIA DE MATARANI,,-17.0,-72.116667
PER,BAHIA SAN NICOLAS,,-15.25,-75.233333
PER,PUERTO DEL CALLAO,,-12.05,-77.15
PER,SALAVERRY,,-8.233333,-78.983333
GRC,MESOLONGION,,38.366667,21.416667
GRC,PATRAI,,38.25,21.733333
GRC,KATAKOLON,,37.65,21.316667000000002
GRC,KALAMATA,,37.016667,22.116667
USA,HILO,,19.733333,-155.066667
USA,KAWAIHAE,,20.033333,-155.833333
USA,KAHULUI,,20.9,-156.466667
USA,LAHAINA,,20.866667,-156.666667
USA,KAUMALAPAU HARBOR,,20.783333,-157.0
USA,HONOLULU,,21.3,-157.866667
USA,PORT ALLEN,,21.9,-159.583333
USA,NAWILIWILI BAY,,21.95,-159.35
USA,AHUKINI LANDING,,22.0,-159.333333
USA,BARBER'S POINT,,21.316667000000002,-158.116667
GEO,POTI,,42.15,41.583333
GEO,BATUMI,,41.65,41.65
CAN,GRAND BANK,,47.1,-55.75
FIN,TOLKKINEN,,60.033333,25.583333
FIN,RAHJA,,64.2,23.733333
FIN,HELSINKI,,60.166667000000004,24.966667
FIN,KOTKA,,60.466667,26.966666999999998
FIN,RAAHE,,64.68333299999999,24.416667
FIN,MANTYLUOTO,,61.6,21.483333
FIN,RAUMA,,61.13333299999999,21.5
FIN,UUSIKAUPUNKI,,60.8,21.4
FIN,HANKO,,59.816667,22.95
CHL,PUERTO SAN ANTONIO,,-33.583333,-71.616667
CHL,BAHIA DE VALPARAISO,,-33.033333,-71.616667
CHL,ANTOFAGASTA,,-23.65,-70.416667
CHL,IQUIQUE,,-20.2,-70.166667
MDG,TOAMASINA,,-18.166667,49.416667
MDG,ANTISRANANA,,-12.266667,49.283333
GBR,SCRABSTER HARBOR,,58.61666700000001,-3.55
SEN,DAKAR,,14.683333,-17.433332999999998
ESP,SANTA CRUZ DE LA PALMA,,28.683333,-17.75
ESP,SANTA CRUZ DE TENERIFE,,28.466666999999998,-16.233333
ESP,LAS PALMAS,,28.15,-15.416667000000002
ESP,PUERTO DEL ROSARIO,,28.5,-13.85
ESP,ARRECIFE,,28.95,-13.533332999999999
ARG,PUERTO BELGRANO,,-38.883333,-62.1
ARG,MAR DEL PLATA,,-38.033333,-57.533333
ARG,BUENOS AIRES,,-34.6,-58.36666700000001
ARG,QUEQUEN,,-38.583333,-58.7
ARG,PUERTO ROSALES,,-38.933333000000005,-62.066667
ARG,COMODORO RIVADAVIA,,-45.866667,-67.466667
RUS,BALTIYSK,,54.63333299999999,19.9
RUS,TAGANROG,,47.2,38.95
RUS,YEYSK,,46.733333,38.266667
RUS,NOVOROSSIYSK,,44.716667,37.783333
RUS,TUAPSE,,44.1,39.066666999999995
RUS,SOCHI,,43.583333,39.733333
ERI,MITSIWA HARBOR,,15.616667000000001,39.466667
CHN,XIUYU,,25.233333,118.983333
CAN,GOULAIS BAY,,46.733333,-84.5
CAN,BATCHAWANA BAY,,46.916667,-84.6
CAN,GARGANTUA,,47.566666999999995,-84.966667
CAN,MICHIPICOTEN,,47.966667,-84.9
CAN,QUEBEC HARBOUR,,47.7,-85.8
CAN,HERON BAY,,48.65,-86.31666700000001
IDN,BAUBAU,,-5.466667,122.61666699999999
IDN,POMALAA,,-4.1666669999999995,121.6
IDN,KENDARI,,-3.9666669999999997,122.58333300000001
IDN,MANADO,,1.5,124.83333300000001
IDN,KOLONODALE,,-1.9833330000000002,121.33333300000001
IDN,BITUNG,,1.433333,125.183333
CAN,MILLHAVEN,,44.2,-76.733333
CAN,PICTON,,44.016667,-77.133333
CAN,BELLEVILLE,,44.15,-77.4
CAN,TORONTO,,43.616667,-79.383333
CAN,HAMILTON,,43.25,-79.85
EST,OSMUSSAAR,,59.3,23.366667
,JOHNSTON ATOLL,,16.75,-169.51666699999998
JPN,HIRARA KO,,24.8,125.28333300000001
CAN,ST GEORGE'S,,48.45,-58.45
CAN,CORNER BROOK,,48.95,-57.95
,WAKE ISLAND,,19.283333,166.616667
CAN,TUKTOYAKTUK,,69.45,-133.0
CAN,POLICE POINT,,70.18333299999999,-124.75
CAN,PAULATUK,,69.35,-124.08333300000001
CAN,PEARCE POINT,,69.81666700000001,-122.75
CAN,TYSOE POINT,,69.6,-120.75
CAN,SACHS HARBOR,,71.966667,-125.25
CAN,BERNARD HARBOR,,68.783333,-114.766667
CAN,LADY FRANKLIN POINT,,68.483333,-113.266667
CAN,CAMBRIDGE BAY,,69.116667,-105.066667
CAN,RESOLUTE BAY,,74.68333299999999,-95.9
NIC,EL BLUFF,,12.0,-83.7
MOZ,MOCAMBIQUE,,-15.033332999999999,40.733333
MOZ,NACALA,,-14.533332999999999,40.666667
MOZ,BEIRA,,-19.833333,34.833333
MOZ,IBO,,-12.333333,40.616667
YEM,ADEN,,12.783333,44.95
YEM,AL MUKHA,,13.316667,43.25
GBR,MOSTYN,,53.316667,-3.266667
GBR,UIG,,57.583332999999996,-6.35
GBR,LOCHMADDY,,57.6,-7.1666669999999995
GBR,CASTLE BAY,,56.95,-7.483333
GBR,LOCHBOISDALE,,57.15,-7.3
GBR,STORNOWAY HARBOR,,58.183333,-6.366667
GBR,TARBERT,,57.9,-6.816667
GBR,MALLAIG,,57.0,-5.816667
GBR,TOBERMORY,,56.61666700000001,-6.066667
GBR,CRAIGNURE,,56.466667,-5.7
GBR,CORPACH,,56.85,-5.116667
GBR,OBAN,,56.416667000000004,-5.466667
GBR,CAMPBELTOWN,,55.433333,-5.6
GBR,ARDRISHAIG,,56.016667000000005,-5.45
GBR,GREENOCK,,55.95,-4.75
GBR,LARGS,,55.8,-4.866667
GBR,MILLPORT,,55.75,-4.9166669999999995
GBR,ORNSAY,,57.15,-5.8
GBR,PLOCKTON,,57.333332999999996,-5.65
GBR,KYLEAKIN,,57.266667000000005,-5.733333
GBR,BROADFORD BAY,,57.25,-5.883333
GBR,PORTREE HARBOR,,57.416667000000004,-6.2
GBR,KILKEEL,,54.05,-5.983333
PRK,WONSAN,,39.166667,127.45
PRK,CH'ONGJIN,,41.766667,129.816667
PRK,SENBONG,,42.333333,130.4
TON,NUKU ALOFA,,-21.133333,-175.2
TON,PANGAI,,-19.8,-174.35
TON,NEIAFU,,-18.65,-173.98333300000002
IDN,TAREMPAH,,3.2166669999999997,106.21666699999999
IDN,WIDURI MARINE TERMINAL,,-4.6666669999999995,106.65
GRC,PORTHMOS EVRIPOU,,38.466667,23.583333
GRC,LARIMNA,,38.566666999999995,23.283333
GRC,STILIS,,38.916667,22.616667
GRC,TSINGELI,,39.166667,22.85
GRC,MILIANA,,39.166667,23.216667
GRC,THESSALONIKI,,40.633333,22.933332999999998
GRC,YERAKINI,,40.266667,23.466667
GRC,STRATONI,,40.516667,23.833333
GRC,LAGOS,,41.0,25.133333
GRC,DHIAVLOS STENO,,38.45,23.6
GRC,ORMOS MIKRO VATHI,,38.433333000000005,23.6
GRC,CHALKIS,,38.466667,23.6
GRC,KYMASSI,,38.833333,23.466667
GRC,ACHLADI,,38.9,22.816667000000002
GRC,ASTAKOS,,38.483333,21.1
IRN,BUSHEHR,,28.983333000000002,50.833333
IRN,CHAH BAHAR,,25.266667,60.61666700000001
IRN,JASK,,25.633333,57.766667000000005
IRN,BANDAR TAHERI OFFSHORE TERMINAL,,27.65,52.35
GRL,QUTDLEQ,,61.516667000000005,-42.216667
GRL,KUSANARTOQ,,61.766667000000005,-42.216667
POL,POLICE,,53.566667,14.566667
BRA,ITAQUI,,-2.566667,-44.366667
GRL,PAAMUIT (FREDERIKSHAB),,62.0,-49.666667
GRL,KANGERLUARSORUSEQ,,63.7,-51.55
GRL,ATTU,,67.95,-53.733332999999995
GRL,ILLULISSAT (JAKOBSHAVN),,69.216667,-51.1
GRL,QASIGIANNGUIT-CHRISTIANSHAB,,68.81666700000001,-51.183333000000005
GRL,PITUFFIK (THULE AIR BASE),,76.533333,-68.866667
GRL,NANORTALIK HAVN,,60.11666700000001,-45.2
GRL,QAQURTOQ,,60.716667,-46.05
GRL,NARSAQ,,60.916667000000004,-46.05
GRL,NARSARSSUAQ,,61.15,-45.433333000000005
GRL,GRONNEDAL (KANGILINNGUIT),,61.233332999999995,-48.1
GRL,NUUK,,64.18333299999999,-51.75
GRL,MANIITSOQ,,65.416667,-52.916667000000004
GRL,KANGAMIUT,,65.81666700000001,-53.3
GRL,SISIMIUT,,66.916667,-53.7
GRL,KANGERLUSUAQ,,66.966667,-50.95
GRL,AASIAAT,,68.7,-52.86666700000001
GRL,QEQERTARSUAQ,,69.233333,-53.533333
GRL,UUMMANNAQ HARBOR,,70.68333299999999,-52.15
GRL,KAJALLEQ UPERNAVIK,,72.15,-55.533333
GRL,UPERNAVIK,,72.766667,-56.15
URY,LA PALOMA,,-34.65,-54.15
STP,SANTO ANTONIO,,1.65,7.45
SLE,FREETOWN,,8.5,-13.233332999999998
SDN,AL KHAIR OIL TERMINAL,,19.583333,37.25
SDN,SAWAKIN HARBOR,,19.133333,37.35
MDV,MALE,,4.1666669999999995,73.5
AUS,THEVENARD,,-32.166667,133.65
AUS,ALBANY,,-35.033333,117.88333300000001
AUS,BROOME,,-17.966667,122.233333
AUS,DARWIN,,-12.466667,130.85
AUS,WEIPA,,-12.666667,141.866667
AUS,SYDNEY,,-33.866667,151.2
AUS,BOTANY BAY,,-34.0,151.23333300000002
AUS,JERVIS BAY,,-35.116667,150.8
AUS,BATEMANS BAY,,-35.7,150.166667
AUS,WELSHPOOL,,-38.7,146.466667
AUS,WESTERN PORT,,-38.35,145.23333300000002
AUS,MELBOURNE,,-37.833333,144.966667
AUS,GEELONG,,-38.15,144.366667
AUS,THURSDAY ISLAND,,-10.583333,142.216667
AUS,MOURILYAN HARBOUR,,-17.6,146.133333
,WALVIS BAY,,-22.95,14.5
CPV,PORTO GRANDE,,16.883333,-25.0
CUB,CABANAS,,23.0,-82.966667
CUB,NUEVITAS BAY,,21.55,-77.266667
CUB,ANTILLA,,20.833333,-75.733333
CUB,FELTON,,20.733333,-75.6
CUB,NICARO,,20.716667,-75.55
CUB,MATANZAS,,23.05,-81.55
CUB,PUERTO PADRE,,21.283333,-76.533333
IND,PORT BLAIR,,11.683333,92.75
USA,SODUS BAY,,43.266667,-76.983333
USA,SACKETS HARBOR,,43.95,-76.116667
USA,CHAUMONT,,44.066666999999995,-76.133333
IRL,WESTPORT,,53.8,-9.533333
IRL,FENIT,,52.266667,-9.866667
IRL,BANTRY,,51.683333000000005,-9.45
IRL,GREENORE,,54.033333,-6.133333
IRL,RATHMULLAN,,55.1,-7.533333
IRL,KILLYBEGS,,54.63333299999999,-8.45
IRL,CASTLETOWN BEARHAVEN,,51.65,-9.916667
IRL,VALENTIA,,51.933333000000005,-10.3
TUN,MAHDIA,,35.5,11.066667
IDN,TANJUNG ARANG  (BUNYU),,3.4666669999999997,117.83333300000001
IDN,BONTANG LNG TERMINAL,,0.1,117.483333
IDN,TANJUNG SANTAN,,-0.1,117.53333300000001
IDN,BALIKPAPAN,,-1.25,116.816667
IDN,KOTA BARU,,-3.233333,116.21666699999999
IDN,TANAH MERAH,,-1.8166669999999998,116.16666699999999
IDN,STAGEN,,-3.3,116.15
IDN,BENOA,,-8.75,115.21666699999999
IDN,ENDE,,-8.833333,121.65
IDN,TANJUNG BENETE,,-8.9,116.75
IDN,KUPANG,,-10.166667,123.58333300000001
VIR,CRUZ BAY,,18.333333,-64.8
SWE,BROFJORDEN,,58.38333299999999,11.416667
SWE,OSKARSHAMN,,57.266667000000005,16.45
SWE,FIGEHOLM,,57.36666700000001,16.5
SWE,GREBBESTAD,,58.683333,11.266667
SWE,FJALLBACKA,,58.6,11.283333
SWE,BOVALLSTRAND,,58.483332999999995,11.333333
SWE,HUNNEBOSTRAND,,58.433333,11.3
SWE,MARSTRAND,,57.88333299999999,11.583333
SWE,LANDSKRONA,,55.86666700000001,12.833333
SWE,SOLVESBORG,,56.05,14.583332999999998
PYF,PORT RIKITEA,,-23.116667,-134.966667
FRA,CANNES,,43.55,7.016667
CAN,TOBERMORY,,45.266667,-81.666667
CAN,WIARTON,,44.75,-81.133333
CAN,PENETANGUISHENE,,44.766667,-79.93333299999999
CAN,MIDLAND,,44.75,-79.916667
CAN,TIFFIN,,44.75,-79.85
CAN,PORT MCNICOLL,,44.75,-79.8
CAN,VICTORIA HARBOUR,,44.75,-79.81666700000001
CAN,WAUBAUSHENE,,44.766667,-79.716667
CAN,DEPOT HARBOUR,,45.316666999999995,-80.1
CAN,PARRY SOUND,,45.333333,-80.033333
CAN,BYNG INLET,,45.766667,-80.56666700000001
CAN,KEY HARBOUR,,45.883333,-80.75
CAN,KILLARNEY,,45.966667,-81.516667
CAN,MANITOWANING,,45.75,-81.8
CAN,SHEGUIANDAH,,45.9,-81.916667
CAN,LITTLE CURRENT,,45.983333,-81.93333299999999
CAN,HONORA,,45.866667,-82.166667
CAN,KAGAWONG,,45.916667,-82.25
CAN,GORE BAY,,45.916667,-82.466667
CAN,MELDRUM BAY,,45.933333000000005,-83.116667
CAN,BLIND RIVER,,46.183333000000005,-82.95
CAN,COCKBURN,,45.95,-83.31666700000001
CAN,BRUCE MINES,,46.283333,-83.783333
CAN,HILTON,,46.25,-83.883333
CAN,RICHARDS LANDING,,46.3,-84.033333
MYS,KEMAMAN HARBOR,,4.25,103.466667
LKA,TRINCOMALEE HARBOR,,8.55,81.216667
ISL,HAFNARFJORDUR,,64.06666700000001,-21.95
ISL,BILDUDALUR,,65.68333299999999,-23.6
ISL,SKERJAFJORDUR,,64.15,-22.016667
ISL,THINGEYRI,,65.883333,-23.483333
ISL,ISAFJORDUR,,66.06666700000001,-23.116667
ISL,STRAUMSVIK,,64.05,-22.05
,BARENTSBURG,,78.06666700000001,14.233332999999998
,LONGYEARBYEN,,78.2,15.7
,NY ALESUND,,78.916667,11.95
IDN,PATANI,,0.366667,128.75
VIR,CHRISTIANSTED,,17.75,-64.7
TUR,DEFTERDAR BURNU,,41.05,29.033333000000002
TUR,ISTINYE,,41.116667,29.05
TUR,AMBARLI,,40.966667,28.7
TUR,BORUSAN FERTILIZER JETTY,,40.416667,29.1
TUV,FUNAFUTI ATOLL,,-8.516667,179.133333
RUS,PETROPAVLOVSK,,53.05,158.65
RUS,NIKOL SKOYE,,55.2,165.98333300000002
RUS,PROVIDENIYA,,64.416667,-173.23333300000002
RUS,AMBARCHIK,,69.633333,162.316667
RUS,TIKSI,,71.633333,128.866667
RUS,PEVEK,,69.716667,170.3
RUS,PORT DIKSON,,73.5,80.516667
RUS,MEZEN,,65.833333,44.183333000000005
RUS,SEVERODVINSK,,64.56666700000001,39.783333
RUS,BELOMORSK,,64.533333,34.8
RUS,RABOCHEOSTROVSK,,64.983333,34.783333
RUS,KERET,,66.283333,33.566666999999995
RUS,KOVDA,,66.68333299999999,32.866667
RUS,BOLSHAYA PIRYU GUBA,,66.666667,34.366667
RUS,OSTROVNOY GREMIKHA,,68.05,39.516667
RUS,MYS ABRAM,,68.983333,33.033333
RUS,BUKHTA NAGAYEVA (MAGADAN),,59.566667,150.716667
RUS,SLAVYANKA,,42.866667,131.383333
RUS,VITINO,,67.083333,32.316666999999995
YEM,NISHTUN,,15.816667,52.2
YEM,ASH SHIHR OIL TERMINAL,,14.733332999999998,49.5
DNK,ESBJERG,,55.466667,8.45
DNK,AUGUSTENBORG,,54.95,9.866667
DNK,FREDERICIA,,55.566667,9.766667
DNK,VEJLE,,55.716667,9.55
DNK,STUDSTRUP,,56.25,10.35
DNK,HADSUND,,56.716667,10.116667
DNK,MARIAGER,,56.65,9.983333
CUB,CASILDA,,21.75,-79.983333
CUB,CIENFUEGOS,,22.15,-80.45
CUB,SANTIAGO DE CUBA,,20.016667,-75.833333
CUB,PUERTO GUANTANAMO,,19.983333,-75.133333
SGP,SERANGOON HARBOR,,1.4,103.95
SGP,KEPPEL - (EAST SINGAPORE),,1.283333,103.85
SGP,JURONG ISLAND,,1.283333,103.733333
USA,ERIE,,42.15,-80.1
USA,SANDUSKY,,41.45,-82.716667
USA,PUT IN BAY,,41.65,-82.81666700000001
GRC,SOUDHA,,35.483333,24.183332999999998
GRC,SITIA,,35.216667,26.133333
GRC,KALI LIMENES,,34.933333000000005,24.833333
GRC,AYIOS NIKOLAOS,,35.2,25.716667
TUR,KABA BURNU,,40.766667,29.533333000000002
TUR,IZMIT,,40.766667,29.916666999999997
TUR,ERDEK,,40.383333,27.8
TUR,KARABIGA,,40.4,27.316667
TUR,AYVALIK,,39.316666999999995,26.7
TUR,IZMIR,,38.433333000000005,27.133333
TUR,KUSADASI,,37.866667,27.25
TUR,BODRUM,,37.033333,27.433333
VUT,LUGANVILLE,,-15.516667000000002,167.166667
CAN,ALBERTON,,46.8,-64.06666700000001
CAN,SUMMERSIDE,,46.4,-63.783333
CAN,CHARLOTTETOWN,,46.233333,-63.13333299999999
GAB,PORT GENTIL,,-0.7,8.8
EGY,EL GHARDAQA,,27.216666999999998,33.85
EGY,EL-ADABIYA,,29.866667,32.466667
EGY,RAS ABU ZANIMAH,,29.033333000000002,33.116667
EGY,EL TUR HARBOR,,28.233333000000002,33.616667
EGY,NUWEIBA EL MUZEIMA,,28.966666999999998,34.65
CAN,HAVRE ST PIERRE,,50.233333,-63.6
CAN,MINGAN,,50.283333,-64.016667
VGB,ROAD HARBOR,,18.416667,-64.616667
IDN,SUNGAIPAKNING,,1.35,102.166667
IDN,BENGKALIS,,1.466667,102.1
IDN,PANGKALANSUSU,,4.116667,98.216667
IDN,TANJUNG BALAI KARIMUN,,0.983333,103.43333299999999
COL,CARTAGENA,,10.416667,-75.533333
COL,SANTA MARTA,,11.25,-74.216667
COL,EL BOSQUE,,10.4,-75.533333
MEX,TOPOLOBAMPO,,25.6,-109.066667
MEX,LA PAZ,,24.166667,-110.316667
MEX,ACAPULCO,,16.85,-99.93333299999999
TWN,PENG-HU KANG,,23.583333,119.53333300000001
ATA,ELLEFSEN HARBOR,,-60.733332999999995,-45.033333
ATA,SCOTIA BAY,,-60.75,-44.716667
ATA,ADMIRALTY BAY,,-62.083332999999996,-58.416667000000004
ATA,PORT FOSTER,,-62.95,-60.63333299999999
ATA,PORT LOCKROY,,-64.81666700000001,-63.5
ATA,MELCHIOR HARBOR,,-64.31666700000001,-63.0
ATA,ANDERSEN HARBOR,,-64.31666700000001,-62.933333
ATA,MCMURDO STATION,,-77.85,166.65
THA,PATTANI,,6.95,101.3
MNE,KOTOR,,42.416667,18.766667
RUS,VYBORG,,60.716667,28.75
RUS,LOMONOSOV,,59.916667000000004,29.766666999999998
SXM,PHILLIPSBURG,,18.016667,-63.05
PAN,ALMIRANTE,,9.3,-82.4
BRN,KUALA BELAIT,,4.633333,114.2
JAM,OCHO RIOS,,18.416667,-77.116667
JAM,PORT ANTONIO,,18.183332999999998,-76.45
GBR,ARDGLASS,,54.266667000000005,-5.616667
GBR,LARNE,,54.85,-5.8
GBR,KILROOT,,54.733332999999995,-5.716667
GBR,WARREN POINT,,54.1,-6.25
MYS,TAWA,,4.25,117.88333300000001
LCA,VIEUX FORT,,13.716667000000001,-60.966667
LCA,CASTRIES,,14.016667000000002,-61.0
LCA,GRAND CUL DE SAC BAY,,13.983332999999998,-61.016667000000005
LBR,GREENVILLE,,4.983333,-9.05
THA,BANG SAPHAN,,11.183333,99.6
THA,KHANOM,,9.2,99.9
OMN,KHAWR KHASAB,,26.216666999999998,56.233332999999995
GBR,SHEERNESS,,51.45,0.75
GBR,ISLE OF GRAIN,,51.433333000000005,0.7
ITA,LIPARI,,38.483333,14.966667000000001
UKR,CHORNOMORS KE,,45.516667,32.7
UKR,YEVPATORIYA,,45.2,33.383333
UKR,SEVASTOPOL,,44.616667,33.533333
UKR,BALAKLAVA,,44.5,33.6
UKR,SUDAK,,44.85,34.983333
UKR,HENICHESK,,46.166667,34.816666999999995
UKR,KHORLY,,46.083333,33.283333
UKR,BELGOROD-DNESTROVSKY,,46.183333000000005,30.366667
UKR,PORT OKTYABRSK,,46.833333,31.933333
UKR,UST-DUNAISK,,45.466667,29.7
IDN,TANJUNGUBAN,,1.066667,104.216667
