longitude,latitude
120.8234410712067,14.690678711477066
120.8235338970161,14.690679582371569
120.82362672283162,14.690680453228994
120.82279218567987,14.690582256747431
120.82288501140837,14.69058312789586
120.82297783714297,14.690583999007218
120.82279308064146,14.690491899316626
120.82288590633188,14.690492770459466
120.73504418589296,14.68368795714697
120.81927862118799,14.679795739441385
120.90466537846441,14.671996986631457
120.90466623864792,14.67190662421146
120.879885365997,14.671410640785808
120.88100878810512,14.670426833619684
120.9070409309099,14.666234704699812
120.9134575513854,14.665027226876605
120.64110231910088,14.658084940544166
120.88068988900294,14.655332297973644
120.88041231491633,14.655239398604136
120.92041840731513,14.655329554241039
120.6399752582632,14.650664304098745
120.64043924385571,14.650669012497625
120.6400690226471,14.650574899594304
120.63933438671346,14.649844594874134
120.63942718343078,14.649845536831926
120.63924933030125,14.649120883174467
120.63925029780873,14.649030536957913
120.63925320029139,14.64875949830369
120.91683869793766,14.651050075821443
120.63925997251891,14.648127074750459
120.63916814400831,14.648035786615047
120.63926093995347,14.648036728525518
120.63935760542549,14.647676285467417
120.63945040123212,14.647677227279758
120.63954319704544,14.647678169055155
120.63945136855769,14.64758688103888
120.63954416433303,14.647587822808214
120.65220004550348,14.644372717187062
120.65229284078077,14.644373653672076
120.6521082121478,14.644281433573274
120.65220100738054,14.644282370089202
120.87672702557477,14.64273486345912
120.89819530499749,14.639857192218157
120.76363416555142,14.638060880548391
120.76372696544117,14.638061772231069
120.91988467055134,14.623333386539683
120.92983159360331,14.621614551705566
120.9298324404119,14.621524187443365
120.92992524353468,14.621525011976638
120.9298332872147,14.621433823180427
120.92992609029959,14.621434647708377
120.92992693705868,14.621344283439367
120.92992778381195,14.621253919169618
120.9299286305594,14.621163554899118
120.7821536427892,14.614562701992917
120.9152395295343,14.613983644728535
120.91524038184446,14.613893281247087
120.85056790667967,14.612582979013121
120.92369275947753,14.613155377145148
120.91126283630753,14.61250211096639
120.89116713025892,14.607983438195998
120.78331203469253,14.60083835087852
120.7834048202025,14.600839232523205
120.816751918288,14.559765968009149
120.81675280738678,14.559675609931395
120.33112877971034,14.552018717762207
120.62709887250918,14.553310595437365
120.62709983835278,14.553220249277722
120.96144968722453,14.554384267593486
120.6180621874609,14.54824921776899
120.61806315662861,14.548158872165498
120.64320416701102,14.547961616569635
120.30726436087043,14.539098155945796
120.64434326925495,14.536768815072868
120.64425147730782,14.536677534754942
120.6443442269458,14.53667846765662
120.6442524350297,14.53658718734398
120.64425339274497,14.536496839932266
120.64425913889792,14.53595475544606
120.64426105422943,14.535774060611264
120.64417213570853,14.535411738078896
120.80455568839626,14.535885594392415
120.80455658092869,14.535795236870529
120.88416723394909,14.534359004393602
120.8841680940368,14.534268642106046
120.81387167543262,14.531906238726192
120.8119308603089,14.531165191063474
120.81202361848074,14.531166057272815
120.81202450767717,14.531075699261242
120.64500026524799,14.52728792510226
120.7941465037279,14.528468205623446
120.64500409229692,14.526926534969753
120.64500504904265,14.526836187434732
120.64500600578177,14.526745839898954
120.64500696251429,14.52665549236243
120.75630807017764,14.52756680057544
120.75669457653956,14.526034323347766
120.75669548787458,14.52594396869259
120.7566963992033,14.525853614036663
120.75678915168068,14.525854501784536
120.7567909742441,14.525673792458912
120.75697830145512,14.525494858470088
120.81105664468612,14.525735048641446
120.7570746983508,14.525134327349697
120.75716745055247,14.525135214904987
120.63168246330181,14.523629812050855
120.63160318685308,14.522364021332365
120.63142443471823,14.521729720427222
120.6314253966185,14.521639373740681
120.75830324140186,14.522886993472863
120.75830506234736,14.522706283913525
120.75895705193861,14.522441427145159
120.75895796211992,14.522351072321847
120.64483107034127,14.51698550737926
120.64473928504911,14.516894228311031
120.64464845602659,14.516712601628006
120.77301138834297,14.517695688238515
120.77291954243944,14.517604451667209
120.76049381713959,14.517215022823768
120.76077206451802,14.517217679906233
120.76077297362116,14.517127324930161
120.76049563556502,14.517034312905357
120.76031195604504,14.516851831458554
120.64551371227438,14.513829858739848
120.64560645247482,14.513830789709777
120.64551466791312,14.513739511070986
120.80309931722535,14.514274494076231
120.920372956582,14.511909473078491
120.64510161656311,14.508946429772314
120.9609462614346,14.508108423094699
120.96429049155348,14.507595213074094
120.75859250157693,14.503371229411416
120.9559034793351,14.501648005449693
120.64745518729393,14.496862144310294
120.64736340775465,14.496770867214275
120.64745614098014,14.496771796384644
120.64727162829035,14.496679590093029
120.64736436147179,14.496680519293912
120.64681559378236,14.495952160440078
120.94102934638475,14.49510152438676
120.76375203655591,14.488329664140233
120.7627391777677,14.487597109201921
120.76255461035299,14.487504987620841
120.76237094961533,14.487322510611968
120.76209636566696,14.486958439615496
120.92721252107926,14.484677514195035
120.64800160065758,14.46262208010841
120.34480250866243,14.455330832462135
120.34489520314781,14.45533187812181
120.64665934224972,14.458000418291324
120.63955116921704,14.437418122829518
120.63606643061641,14.433768906010345
120.63441108187128,14.432487299999764
120.63431933075366,14.432396022169963
120.63441203639974,14.432396952433754
120.63404216852628,14.432302883617838
