,latitude,longitude
95,50.071405599415066,-4.425701236431718
96,50.07131458403623,-4.4256985375034334
97,50.06404325800352,-4.538779106867516
98,50.06404513253383,-4.538637722825866
99,50.06395224716181,-4.538776194685351
100,50.063954121686095,-4.5386348109110175
101,50.0516937413237,-5.049019111017855
102,50.05160275569716,-5.049015235246243
103,50.0516052511427,-5.048873927219159
104,50.05151177006899,-5.049011359494441
105,50.05151426550654,-5.0488700517341885
106,50.05152674011521,-5.048163512635813
107,50.04992140965742,-5.046256839770816
108,50.04992390168437,-5.046115536437187
109,50.04983042384596,-5.046252969464716
110,50.049832915864926,-5.046111666397894
111,50.04508669877477,-5.046758186481404
112,50.04508919123796,-5.0466168973855945
113,50.04509168352925,-5.046475608270002
114,50.04510414240718,-5.045769162395382
115,50.04499322028852,-5.046895604699206
116,50.045013156492125,-5.045765293671039
117,50.04490223443572,-5.0468917338607655
118,50.050139563162325,-4.47357192698043
119,50.04351629676719,-4.521156633281336
120,50.04342528485341,-4.521153756533443
121,50.0433342729381,-4.521150879800256
126,50.03240706843246,-4.413238083980382
127,50.03096248045806,-4.419697571328855
128,50.02645135382806,-4.565137570866191
129,50.02219167896921,-4.522602810103847
130,50.02210066678038,-4.522599932794182
131,50.02200965458999,-4.5225970554992205
132,50.022026106823375,-4.450241762905287
133,50.0153516971131,-4.65634047308341
134,50.01526069071785,-4.656337343870471
135,50.0146857897069,-4.518691795871128
136,50.01459477723464,-4.518688926712773
137,50.0145037647608,-4.518686057569079
138,49.99071970291296,-5.781872052842289
139,49.99989963107404,-5.268318221087017
140,49.99954953767472,-5.267595416052033
141,49.99945856432197,-5.267591134950757
142,49.999367590967545,-5.267586853871342
143,50.001043744829886,-4.631551938924713
144,49.99172314142079,-4.506104932703634
145,49.97467427576288,-4.47239503985695
146,49.974583260737454,-4.472392262080036
147,50.493829553054375,-5.352702989018718
148,50.47472469900087,-5.04342982975902
149,50.47463371971275,-5.043425906159595
150,50.4740653025214,-5.0446854405442965
151,50.3920700382021,-5.230725831541229
152,50.39207276816062,-5.230583530962226
153,50.35853271891817,-4.336513949285354
154,50.349795339812175,-4.450242846170727
155,50.349704329796864,-4.45024007357766
156,50.34952763107175,-4.449807821307764
157,50.34952940449398,-4.449665585570437
158,50.34943662103473,-4.449805049572523
159,50.34943839445126,-4.4496628141068895
160,50.34833740533831,-4.450340718539908
161,50.348339179382094,-4.450198486391468
162,50.34824816934211,-4.450195714026372
163,50.34815715930056,-4.450192941675524
164,50.34422766440841,-4.436699515394515
165,50.34422942166586,-4.436557294666429
166,50.3441366537628,-4.436696769230646
167,50.344138411014605,-4.436554548774179
168,50.3353891214765,-4.451937855406867
169,50.33422120656118,-4.443367614637853
170,50.334228266156295,-4.442798852803766
171,50.333965818550375,-4.441937444030136
172,50.333310372189125,-4.479611574193636
173,50.33332665100736,-4.478331904876014
174,50.33323564187475,-4.478329080243908
175,50.33366984689984,-4.443777633623078
176,50.33367161254678,-4.44363544485707
177,50.33367337801991,-4.443493256076889
178,50.33367514331921,-4.443351067282538
179,50.3336769084447,-4.443208878474017
180,50.33314463274057,-4.478326255626312
181,50.333146440617504,-4.478184070616857
182,50.33314824832065,-4.4780418855928925
183,50.33315186320552,-4.4777575155014375
184,50.33315367038725,-4.47761533043395
185,50.3335858978933,-4.44320612090251
186,50.332795141294575,-4.498513515819252
187,50.33279697384541,-4.498371333155856
188,50.3330626612225,-4.4776125071880095
189,50.332520283661616,-4.4986471083071935
190,50.33252211636859,-4.498504926472742
191,50.33037570967327,-4.50256216541697
192,50.33028470149674,-4.502559294799288
197,50.31599149781479,-4.669325509308036
198,50.31599353871718,-4.66918338849725
199,50.31590049675376,-4.669322321803636
200,50.31590253764959,-4.669180201263917
201,50.315807454628185,-4.669461254567891
202,50.31489336146489,-4.669713612911664
203,50.31489540280958,-4.669571495402693
204,50.31272872004218,-4.360821443518791
205,50.31263770595458,-4.360818845267178
206,50.31254669186544,-4.360816247028912
224,50.23776654543717,-4.780727442652615
225,50.23749137978147,-4.780859149459083
226,50.2363754831441,-4.78237909106535
227,50.23628448624638,-4.782375697348995
228,50.23600931879926,-4.782507390752345
229,50.23573415120654,-4.782639082676241
230,50.23564315431158,-4.782635688542157
231,50.23555215741504,-4.782632294425479
232,50.23546116051687,-4.782628900326207
233,50.23546333739242,-4.782487027514292
234,50.23537016361711,-4.782625506244341
235,50.23537234048566,-4.782483633702198
236,50.23527916671576,-4.78262211217988
237,50.23528134357732,-4.782480239907511
238,50.22467386508495,-4.797270405892846
239,50.2245828687429,-4.797266985250907
240,50.22449187239925,-4.7972635646265065
241,50.22348652335655,-4.797509611205794
242,50.22312253795168,-4.797495927498584
243,50.22231454183304,-4.79675597684881
244,50.21928312869552,-4.798486854778709
245,50.21928532442069,-4.798345031182091
246,50.21919213232932,-4.798483432476157
247,50.21919432804745,-4.798341609149058
248,50.19426365682657,-4.90576490455925
249,50.181479205029895,-5.047052684636161
250,50.18138822133553,-5.047048794745221
251,50.18074384140439,-5.047446632422788
252,50.18065285772085,-5.04744274188493
253,50.16759923174276,-5.6757415598952985
254,50.16750828903657,-5.675736478607769
255,50.18026393206286,-5.048844053052406
256,50.18026643193082,-5.048702365830167
260,50.16344439279657,-5.70570349654277
261,50.16344769282997,-5.705561926515753
262,50.17882928907096,-4.823622988844629
263,50.17729442590722,-4.885523474210304
269,50.16664744333693,-4.972848905044521
274,50.16619009614048,-4.972971822573931
275,50.16619250298078,-4.972830170370115
276,50.166099108072046,-4.972968075428016
277,50.16610151490463,-4.972826423492806
278,50.16592435186375,-4.972535626942185
279,50.165833363767256,-4.972531880659648
280,50.16573996921271,-4.972669785295478
281,50.16574237566911,-4.972528134396303
282,50.16565138756933,-4.97252438815214
283,50.16859470594291,-4.529801988737914
284,50.16850369636608,-4.529799082801884
285,50.16841268678772,-4.529796176880743
286,50.14029773519941,-5.710347646710179
287,50.14020679465023,-5.710342504728522
288,50.152741827432976,-4.982054581423328
289,50.152650839651386,-4.982050818826747
291,50.13341079309942,-5.720583398176336
292,50.13341410983394,-5.72044191852524
293,50.13341742639628,-5.720300438847747
294,50.13331985321332,-5.720578238049073
295,50.13332316993721,-5.720436758665515
296,50.13332648648891,-5.72029527925556
297,50.12157456114016,-5.728268349295523
298,50.12157788666974,-5.728126905436689
299,50.12147364405936,-5.728687507387582
300,50.12111533033266,-5.724559807332883
301,50.12111865132316,-5.72441836439075
302,50.121024390553536,-5.72455464191899
303,50.12102771153338,-5.724413199244204
304,50.12061193596925,-5.73047968061676
305,50.12061526414614,-5.730338239854845
306,50.12052099663035,-5.730474504080296
307,50.12052432479658,-5.730333063585715
308,50.12043005728962,-5.730469327570307
309,50.12043338544517,-5.730327887343062
326,50.12914196055882,-4.912524891888125
327,50.12904863660027,-4.9126628118678495
328,50.12905096864713,-4.912521264265689
329,50.128957644694445,-4.9126591839959
330,50.124186761776734,-5.089078541881062
331,50.12805909157965,-4.63799166460475
332,50.12055001968191,-5.088778583688907
333,50.1201860906378,-5.088762741455749
334,50.12009510837262,-5.088758780948128
335,50.120004126105776,-5.088754820460774
336,50.12613472889032,-4.632402470333931
337,50.11771428848759,-5.08950480859798
339,50.11524023343602,-4.981355028325394
340,50.11514682956991,-4.981492772877775
341,50.09935760902601,-5.41598885703557
342,50.09926664689124,-5.415984279792735
344,50.08255480386243,-5.5041550875638405
345,50.08246384748335,-5.504150346210339
346,50.08237289110249,-5.504145604881078
347,50.08237594189447,-5.5040042511154725
356,50.08599759343059,-5.07595463960124
357,50.08600012292748,-5.07581323287475
358,50.08590913937538,-5.075809301671678
359,50.08581815582163,-5.075805370488714
360,50.0852722544642,-5.075781783813135
361,50.08518127089882,-5.075777852770906
362,50.085090287331774,-5.075773921748779
363,50.072923944668624,-5.540863816087258
364,50.07282989547025,-5.541000328616442
365,50.07273894151782,-5.5409955192018
366,50.08977384559493,-4.555170225790151
367,50.08968283586265,-4.555167279912506
368,50.07147796532284,-5.540362919030338
369,50.06659654306183,-5.547036799091044
370,50.06648076487263,-5.548162398087165
371,50.0665055894375,-5.547031979322243
372,50.06638981132608,-5.548157576209552
373,50.06621100786996,-5.548006631068921
374,50.06612005430815,-5.548001809531917
375,50.06585029704272,-5.5478460446514735
376,50.06585340030151,-5.5477047442095495
377,50.06575934346388,-5.5478412234797085
378,50.06576244671273,-5.547699923304457
379,50.06566838988327,-5.547836402332585
380,50.06520120747828,-5.548377491021174
381,50.0651102539268,-5.548372668955246
382,50.0639970801279,-5.549303870467692
383,50.05866040227199,-5.555951636127213
384,50.05866351507392,-5.555810357695077
385,50.05845670174979,-5.556930910215945
386,50.05836574869813,-5.556926073130883
387,50.0582716815082,-5.557062513238749
388,50.05817138505259,-5.557481506493227
389,50.05794009578052,-5.563834088049272
390,50.05784914321132,-5.5638292380024685
391,50.057168745175375,-5.56577311217266
392,50.05707779273206,-5.565768258592747
393,50.05649422055368,-5.563332676652375
394,50.05620575180021,-5.5640244820896925
395,50.05620887431683,-5.5638832117562265
396,50.05611167653884,-5.5641609020229055
397,50.05611479921724,-5.564019631980738
398,50.0560238466325,-5.564014781896569
399,50.05563192643597,-5.565266799301979
400,50.0555409739324,-5.56526194694319
401,50.055544097925065,-5.565120678698385
402,50.05533719630136,-5.5662411155882765
403,50.05534032147651,-5.566099848050068
404,50.05524311852561,-5.566377528685288
405,50.05524624386254,-5.566236261438382
406,50.05524936902768,-5.566094994166671
407,50.05515216609503,-5.566372674293701
408,50.05515529142194,-5.566231407313292
409,50.05515841657706,-5.566090140308079
410,50.05218197509087,-5.535807841562508
411,50.05015623488014,-5.582227856890797
412,50.05015937927613,-5.582086606335537
413,50.05016252350034,-5.581945355755325
414,50.05018767111123,-5.580815350215575
415,50.0500684278879,-5.582081723128527
416,50.05007157210205,-5.581940472814724
417,50.05009671963237,-5.58081046940624
418,50.04991455634964,-5.584901835653094
419,50.04991770398863,-5.584760586104957
420,50.04993029282718,-5.584195587662663
421,50.04993343960743,-5.584054337989659
422,50.04993658621596,-5.583913088291686
423,50.04997747649789,-5.582076839946469
424,50.04998062070199,-5.581935589899071
425,50.04999005228373,-5.581511839607188
426,50.04999319580082,-5.581370589460002
427,50.04982360515943,-5.584896947167923
428,50.049826752788334,-5.584755697886188
429,50.04983934158654,-5.5841907005095015
430,50.04984248835672,-5.5840494511029
431,50.04984563495517,-5.58390820167133
432,50.04984878138187,-5.583766952214793
433,50.049851927636816,-5.583625702733288
434,50.04972950617686,-5.585033307698091
435,50.04974209630869,-5.584468311586798
436,50.04975185165552,-5.57584232868613
437,50.04934006475458,-5.590244807170508
438,50.04965462610485,-5.576119956899508
439,50.04923018570479,-5.591087390159888
440,50.04923649580318,-5.590804896435837
441,50.04923965059476,-5.590663649536262
442,50.04956367428154,-5.576115085056005
443,50.04913607965146,-5.591223736661525
444,50.049139234948136,-5.591082490103439
445,50.0490451289031,-5.591218836363727
446,50.04904828418968,-5.591077590072024
447,50.04910820200448,-5.588393905774462
448,50.04936922127112,-5.576670337046036
449,50.04897941555612,-5.590083967187499
450,50.04475200787357,-5.587735274522899
451,50.044661056805474,-5.587730381577076
452,50.054834197379314,-5.056789789171375
453,50.05474321224509,-5.056785898275085
454,50.05354537224999,-5.057583196571539
455,50.05354787819645,-5.057441883598212
456,50.053552889573545,-5.057159257591879
457,50.05345438714077,-5.057579304352558
458,50.053456893079215,-5.057437991646086
459,50.05346190444025,-5.057155366173461
460,50.0533634020299,-5.057575412153472
461,50.05336590796031,-5.057434099713855
462,50.053368413718765,-5.057292787254342
463,50.05337091930527,-5.057151474774936
464,50.05337342471984,-5.05701016227564
465,50.05327993416866,-5.0571475833963015
466,50.05318894903038,-5.057143692037558
467,50.05302200846437,-5.056288040490051
468,50.05302701699399,-5.056005417367746
469,50.05302952100088,-5.055864105776774
470,50.05293102327296,-5.056284150792063
471,50.05293603178652,-5.056001528203452
472,50.05293853578538,-5.055860216879326
473,50.05284755056823,-5.055856328001757
474,50.05264053264367,-5.057261654647432
475,50.05254954750185,-5.057257763161081
476,50.05257709870168,-5.055703351211694
477,50.05246106786457,-5.057112561883674
478,50.05210714741888,-5.056531762110805
479,50.05201616222698,-5.056527872077967
480,50.05193018605815,-5.056241365426391
481,50.04602242491597,-5.0658867267448855
482,50.04602745630803,-5.065604146430791
483,50.04593144016346,-5.065882819865871
484,50.045936471539406,-5.065600240085248
485,50.04584045540928,-5.065878913006823
486,50.04584297117514,-5.065737623393229
487,50.045845486769096,-5.06559633375967
488,50.04602645644643,-5.04510139102023
489,50.04593547050798,-5.045097523431901
490,50.04457938886625,-5.049705872155236
491,50.04458188489932,-5.049564584808789
492,50.04448840316668,-5.049701996061399
493,50.04439741746548,-5.0496981199873705
494,50.044033336282,-5.065094358423338
495,50.04393732146282,-5.065373021481806
496,50.02551041445826,-5.743456197766536
497,50.02478525107848,-5.770129683908058
498,50.02469431325781,-5.77012445004612
501,50.02513582718412,-4.886201073876162
510,50.00811057782122,-5.098169415832273
511,50.00811313150014,-5.0980282397511765
512,50.008019594337135,-5.098165453249832
513,50.00802214800788,-5.098024277434882
514,50.00792350301128,-5.098443841724521
515,50.00794393025184,-5.097314437091267
516,50.00794648288444,-5.097173261421057
517,50.00755446065582,-5.098710338375754
518,50.00727640116801,-5.098980795008793
519,50.00727895580322,-5.098839621444418
520,50.007172642008086,-5.099682697199181
521,50.007081658597386,-5.099678731891666
522,50.006990675185016,-5.099674766604405
523,50.00699323065395,-5.09953359393967
524,50.00699578595121,-5.099392421254684
525,50.00314123434442,-5.274828231482923
526,50.003144002734494,-5.274687086590644
527,50.006171824398805,-5.099639079930397
528,50.00608084096979,-5.099635114845653
529,50.00608339635683,-5.099493944842149
530,50.00598985753911,-5.099631149781163
531,50.00599241291796,-5.099489980043774
532,50.00571435171112,-5.099760423627993
533,50.00571690723707,-5.099619254709194
534,50.00562336828199,-5.099756458378396
535,50.00562592379974,-5.099615289725706
536,50.005532384851165,-5.099752493149049
537,50.00553494036073,-5.099611324762469
538,49.99392416193803,-4.983284766166275
539,49.983039648494646,-5.17884141199044
540,49.98267042995779,-5.179107155594435
541,49.98257945087782,-5.179103043928963
542,49.98248847179615,-5.1790989322844805
543,49.98239749271279,-5.179094820660988
544,49.98141768408068,-4.647973435936955
545,49.981326676766656,-4.647970326263341
546,49.96030388465559,-5.609599095471197
547,49.9602129338344,-5.609594175936824
548,49.96118210235988,-5.188722939853154
549,49.961080473710894,-5.189282933717074
550,49.9609815057741,-5.189701895391798
551,49.96098949490761,-5.189278806014901
552,49.96089052699474,-5.189697766914549
553,50.507475376918975,-5.1460700473791
554,50.50501752277297,-5.204493310654739
555,50.47669031851144,-5.46799856927933
556,50.47659936583519,-5.467993830592126
557,50.476496316231895,-5.468559210398454
558,50.476499340724814,-5.468416680817761
559,50.47650236504334,-5.468274151212674
560,50.47021292804916,-5.686375060135672
561,50.47021621893781,-5.686232573857662
562,50.47012199089034,-5.686369903633632
563,50.47012528176841,-5.686227417628323
564,50.47002776268794,-5.686507232864202
565,50.47003105372972,-5.686364747158128
566,50.47003434459723,-5.686222261425517
567,50.46071496987801,-5.655881410802589
568,50.46033819754206,-5.656430866289745
569,50.471479624658016,-5.08266529413279
570,50.46707308253784,-5.169346904559829
571,50.45124632249251,-5.231084192345969
572,50.45124905519342,-5.2309417143813866
573,50.44129148102158,-5.070218898596331
574,50.43702779390078,-5.144735113989829
575,50.42884783360957,-5.207224754291092
576,50.42885053623782,-5.207082341250413
577,50.428759565882494,-5.207078110463958
578,50.41785223925351,-5.507121443624432
579,50.41776128835408,-5.50711663990796
580,50.41776435749109,-5.506974290815918
581,50.41767033745287,-5.50711183621619
582,50.41767340658002,-5.5069694873961925
583,50.393030914178624,-5.160552465748287
584,50.39303355833382,-5.1604101556037705
585,50.39293994043998,-5.160548329373308
586,50.392942584586685,-5.160406019500727
587,50.39274212452565,-5.161393912212806
588,50.39274476969928,-5.161251603011705
589,50.39245862111007,-5.161950731776822
590,50.39246126695416,-5.161808423476609
591,50.39246391262425,-5.161666115155119
592,50.36410235793259,-5.431261633833082
593,50.364105331985854,-5.431119437180952
594,50.36287610380245,-5.195479333845371
595,50.36287878952657,-5.19533711719111
596,50.3628814750769,-5.195194900515277
597,50.362785131701216,-5.19547513512901
598,50.36278781741671,-5.195332918746197
599,50.36279050295841,-5.195190702341813
600,50.362696845305166,-5.195328720322857
601,50.34367603546213,-5.312262673549855
602,50.32059698857071,-4.448074230289095
603,50.320411425807855,-4.448352996998725
604,50.320320415254194,-4.448350230901824
611,50.247771399562765,-5.677959137161838
612,50.24768045828231,-5.677954037198798
613,50.24758624667061,-5.678090759620892
614,50.24758951700005,-5.677948937261904
615,50.24759278715656,-5.677807114876773
616,50.24981081040794,-5.414645536496992
617,50.21330033813981,-4.3457890128583605
618,50.21320932192217,-4.345786452343393
619,50.21177491998345,-4.351704992365332
620,50.21168390396331,-4.351702420735633
621,50.1907244113794,-4.508527265435725
622,50.19063340125388,-4.508524397655291
623,50.19063524228909,-4.508382638200193
629,50.166273351298585,-4.418599844298321
649,50.1209633332991,-5.723276493913596
650,50.12096665271922,-5.723135051268433
651,50.120969971967206,-5.722993608596862
652,50.12097329104308,-5.722852165898885
653,50.12087571283004,-5.723129888580849
654,50.120879032067386,-5.722988446176625
655,50.12078477293905,-5.723124725919673
656,50.12078809216577,-5.722983283782796
657,50.120693833046246,-5.723119563284904
658,50.12069715226232,-5.722978121415371
659,50.119771155857975,-5.7236336949101085
660,50.119774475656136,-5.723492255819581
661,50.1197777952822,-5.723350816702642
662,50.11968021598769,-5.723628531496485
663,50.11968353577521,-5.7234870926732855
664,50.11959259589248,-5.723481929553399
665,50.11950165600788,-5.723476766459921
666,50.11943394959161,-5.722481536504955
667,50.11934300962894,-5.722476375335565
668,50.12939949759264,-4.989305221221296
669,50.12930608420503,-4.9894429898799135
670,50.12930850984313,-4.989301447986913
671,50.129215096461664,-4.989439216396806
672,50.12921752209199,-4.989297674771844
673,50.13273393965544,-4.428797799985484
674,50.132735681954735,-4.428656206601041
675,50.12963169442724,-4.3611451636290335
676,50.122039913957785,-4.43216135273052
677,50.12204166008902,-4.432019791101018
678,50.12204340604771,-4.431878229457613
679,50.12194889963318,-4.432158636710262
680,50.1219506457588,-4.432017075349
681,50.112427264950846,-4.429042865230333
682,50.11242900703919,-4.428901331749113
683,50.11243423226941,-4.428476731222269
684,50.08085103254975,-5.502934211493233
685,50.08085408179984,-5.502792862071826
686,50.080760076059015,-5.502929472735728
687,50.08076312529931,-5.5027881235812535
688,50.0806691195665,-5.502924734002447
689,50.08067216879704,-5.502783385114904
690,50.068420440282566,-5.746470973801428
691,50.068427130381615,-5.746188403132709
692,50.068754103434095,-5.732342310449754
693,50.06875743138976,-5.732201022479571
694,50.06832950133764,-5.746465776584527
695,50.06833619141527,-5.746183206448883
696,50.06866316342021,-5.732337139887552
697,50.067527774174565,-5.745712589283217
698,50.06753111834389,-5.745571306494689
699,50.0674368351578,-5.745707393664525
700,50.0674401793164,-5.745566111142524
701,50.0672315433485,-5.746685975685993
702,50.067234888688176,-5.74654469388292
703,50.06723823385608,-5.746403412053288
704,50.06725495711877,-5.745697002506797
705,50.06725830125595,-5.745555720517842
706,50.06714060440125,-5.746680778281308
707,50.06714729488741,-5.746398215181645
708,50.0671506398728,-5.746256933591975
709,50.06716401809653,-5.745691806967759
710,50.06716736222299,-5.745550525245325
711,50.067049665452174,-5.746675580903184
712,50.0670563559169,-5.746393018336559
713,50.06705970089158,-5.7462517370134085
714,50.06707307907244,-5.745686611455271
715,50.0670764231882,-5.745545329999358
716,50.06696876190852,-5.746246540461397
717,50.066985484151566,-5.7455401347799375
718,50.06698882808481,-5.745398853563995
719,50.06689454511311,-5.745534939587067
720,50.06689788903565,-5.745393658637641
721,50.066702634296696,-5.74594839037086
722,50.06670597871316,-5.745807110034114
723,50.06670932295785,-5.745665829670817
724,50.066712667030735,-5.74552454928097
725,50.06654750662167,-5.744807759398773
726,50.06655084964244,-5.744666479382687
727,50.06646325336887,-5.74452000614551
728,50.066466596035376,-5.744378726342857
729,50.06637231424449,-5.7445148129774966
730,50.06637565690028,-5.744373533441356
731,50.06628137511828,-5.744509619836022
732,50.06538201085428,-5.744033859987373
733,50.06510585115116,-5.744159559774909
734,50.05302952100088,-5.055864105776774
735,50.05293853578538,-5.055860216879326
736,50.05284755056823,-5.055856328001757
737,50.05246817647336,-4.639375988668521
738,50.04457938886625,-5.049705872155236
739,50.03175784760472,-5.674824890875323
740,50.0317611038138,-5.674683704780346
741,50.03176435985126,-5.67454251865955
742,50.04448840316668,-5.049701996061399
743,50.04449089919175,-5.049560708981676
744,50.031666902692415,-5.674819835701449
745,50.04439741746548,-5.0496981199873705
746,50.04439991348256,-5.049556833174372
747,50.03157595777828,-5.674814780553394
748,50.04431142360888,-5.049411670820793
749,50.04431391927415,-5.049270384234902
750,50.03473252678452,-5.5300814897155455
751,50.04422043788837,-5.049407795319827
752,50.04422293354566,-5.049266509000658
753,50.03464157146375,-5.530076707407658
754,50.0441294521662,-5.049403919838668
755,50.04413194781549,-5.049262633786219
756,50.034550616141225,-5.5300719251242
757,50.04403597062922,-5.049541330143242
758,50.05184115237121,-4.504168076395932
759,50.051842984423565,-4.504026725937463
760,50.05175013987522,-4.504165230930311
761,50.0517519719217,-4.504023880738991
762,50.02505469252217,-5.770286540903816
763,50.02505806452948,-5.77014538565423
764,50.0249637547178,-5.77028130669583
765,50.02496712671429,-5.770140151712112
766,50.02520121377068,-5.602797535238845
767,50.0251102634797,-5.602792617236864
768,50.04366501520192,-4.474363353603418
769,50.04357400134476,-4.474360565314568
770,50.04357579688397,-4.47421923722036
771,50.04348298748608,-4.474357777039974
772,50.04348478301952,-4.474216449212806
773,50.04394043041029,-4.408204166487794
774,50.04184918047041,-4.354419705884899
775,50.0418508299207,-4.35427837554203
776,50.041852479198944,-4.354137045186068
777,50.03774344326577,-4.3551523685454105
778,50.037652424633,-4.35514980619957
779,50.01269185632828,-5.526097174243621
780,50.03085817359513,-4.390718771390373
782,50.02500962734624,-4.384896763966819
783,50.02325544930854,-4.4170678814334
784,50.023164432830015,-4.417065203413498
785,50.02375537461202,-4.312644355479576
786,50.0236643541845,-4.312641874722901
787,50.013075624218295,-4.871881533113556
788,50.01715246542782,-4.504073747305978
789,50.01706145238108,-4.504070905510057
790,50.0075519061677,-5.098851512758785
791,50.00727640116801,-5.098980795008793
792,50.01378645068137,-4.409583300654119
793,50.01369543375986,-4.409580637668535
794,50.01374625273981,-4.397854659789812
795,50.010246265078926,-4.452995443865861
796,50.0064311934023,-4.488198913351193
797,50.006608027657975,-4.415871915252433
798,50.00460956737983,-4.530240852322433
799,50.00451855523747,-4.530237962381113
800,49.99089325307056,-5.291057675372555
801,49.9908022810659,-5.291053351323886
802,49.99071130905953,-5.2910490272972925
803,50.00286955438649,-4.40884020122756
804,50.00091104466308,-4.442260945122642
805,50.00123114051614,-4.416278991995671
806,50.00208468658749,-4.34454383259997
807,50.00114012365931,-4.416276317551712
808,49.9984377662009,-4.576375405509379
809,49.99716096130979,-4.515032157061576
810,49.99847875824144,-4.309554697338036
811,49.99708870597377,-4.335647277640501
812,49.996997685971415,-4.335644755799594
813,49.99637626977707,-4.357802727711979
814,49.99214831085086,-4.522359966842712
815,49.99370958263414,-4.336542310042807
816,49.99371120918292,-4.336401119804851
817,49.993618562611694,-4.336539786814024
818,49.99362018915526,-4.336398596842424
819,49.9905520777716,-4.539821856500176
820,49.99198700326912,-4.412759117129545
821,49.99137423055445,-4.454968777762224
822,49.99128321508425,-4.45496603123164
823,49.990155025268,-4.535431137529913
824,49.99269294751272,-4.32196720374916
825,49.992601926936366,-4.321964708121286
826,49.99042115755525,-4.429095517769276
827,49.99174792454698,-4.316998264161656
828,49.99148391697995,-4.324193713978572
829,49.98886196175184,-4.50206132138166
830,49.991198671749,-4.309215736366318
831,49.99065022175532,-4.325441854642713
832,49.98914650711957,-4.406744539733555
833,49.989148218978,-4.40660336700057
834,49.98851524169105,-4.368172894153885
835,49.98732231255843,-4.421942803750191
836,49.987324042863,-4.421801637282091
837,49.98616470528847,-4.4419610868347545
838,49.98661846981948,-4.389866186829554
839,49.98652745170335,-4.3898635636094
840,49.98618737922113,-4.40298665472025
841,49.98706413893903,-4.320541954204303
842,49.98243263571583,-4.62117905864629
843,49.98243460827482,-4.621037919538517
844,49.98138595985182,-4.669293974729253
845,49.985414985292905,-4.345208720130893
846,49.98541662219064,-4.345067554673797
847,49.98178373739271,-4.622004467460647
848,49.98433521461027,-4.427926707293345
849,49.98532396546229,-4.345206181289242
850,49.98532560235477,-4.345065016098374
