latitude,longitude
14.69685812606084,120.5720890707455
14.69577985916895,120.57265792020559
14.695420436351098,120.57284753531027
14.695330094896692,120.57284853329996
14.69311426264003,120.56832477955693
14.69302392147205,120.56832577924123
14.692675203477414,120.56953630740682
14.692393479288693,120.56851839645923
14.692303138102082,120.56851939601275
14.692315783499051,120.56972592370775
14.692212796914706,120.56852039555946
14.692214742755498,120.56870601505356
14.692124401554867,120.56870701451733
14.692137045826177,120.56991354140033
14.692034060353462,120.56870801397424
14.691943719151295,120.56870901342432
14.691675613911103,120.56899044034094
14.691676586627304,120.56908324989037
14.690678711477066,120.8234410712067
14.690679582371569,120.8235338970161
14.690680453228994,120.82362672283162
14.690582256747431,120.82279218567987
14.69058312789586,120.82288501140837
14.690583999007218,120.82297783714297
14.690491899316626,120.82279308064146
14.690492770459466,120.82288590633188
14.685481776690581,120.88689809390391
14.68368795714697,120.73504418589296
14.679795739441385,120.81927862118799
14.679796611369266,120.8193714421476
14.67940495994882,120.85492936649833
14.679313742818355,120.85483742460998
14.679314600507363,120.85493024755485
14.67636035903207,120.86776964544553
14.676361211385153,120.86786246793199
14.676269146421658,120.86767769859829
14.671996986631457,120.90466537846441
14.67190662421146,120.90466623864792
14.671270892765733,120.85482299833296
14.671410640785808,120.879885365997
14.670426833619684,120.88100878810512
14.670427680348208,120.88110160889103
14.67042852703971,120.88119442968289
14.666234704699812,120.9070409309099
14.665027226876605,120.9134575513854
14.658084940544166,120.64110231910088
14.658244229958859,120.93310808513992
14.656008408639629,120.91549228834242
14.655918877618799,120.91558595984556
14.655332297973644,120.88068988900294
14.655239398604136,120.88041231491633
14.655419917700433,120.92041755460308
14.655329554241039,120.92041840731513
14.653844683940386,120.91606969638933
14.650664304098745,120.6399752582632
14.650665245852428,120.64006805536846
14.650669012497625,120.64043924385571
14.650574899594304,120.6400690226471
14.650578666215274,120.64044021098253
14.649844594874134,120.63933438671346
14.649845536831926,120.63942718343078
14.649120883174467,120.63924933030125
14.649030536957913,120.63925029780873
14.64875949830369,120.63925320029139
14.64866915208408,120.63925416777235
14.651050075821443,120.91683869793766
14.648126132833928,120.6391671765358
14.648127074750459,120.63925997251891
14.648035786615047,120.63916814400831
14.648036728525518,120.63926093995347
14.647676285467417,120.63935760542549
14.647677227279758,120.63945040123212
14.647678169055155,120.63954319704544
14.64758688103888,120.63945136855769
14.647587822808214,120.63954416433303
14.644372717187062,120.65220004550348
14.644373653672076,120.65229284078077
14.644281433573274,120.6521082121478
14.644282370089202,120.65220100738054
14.641979643308273,120.64786372792175
14.641980581372264,120.64795652190277
14.64273486345912,120.87672702557477
14.640905275377465,120.91424279741517
14.639857192218157,120.89819530499749
14.638060880548391,120.76363416555142
14.638061772231069,120.76372696544117
14.636104843024755,120.59465919932387
14.636014499650804,120.59466018418046
14.623333386539683,120.91988467055134
14.621614551705566,120.92983159360331
14.621524187443365,120.9298324404119
14.621525011976638,120.92992524353468
14.621433823180427,120.9298332872147
14.621434647708377,120.92992609029959
14.621344283439367,120.92992693705868
14.621253919169618,120.92992778381195
14.621163554899118,120.9299286305594
14.614562701992917,120.7821536427892
14.613983644728535,120.9152395295343
14.613893281247087,120.91524038184446
14.612582979013121,120.85056790667967
14.613155377145148,120.92369275947753
14.61250211096639,120.91126283630753
14.607983438195998,120.89116713025892
14.60083835087852,120.78331203469253
14.600839232523205,120.7834048202025
14.58224312338545,120.61120266784519
14.579608886375064,120.60983944115195
14.579609835628224,120.60993220640465
14.578794833064542,120.60094183453819
14.578795785797453,120.6010345988443
14.578704488829947,120.60094281280766
14.578705441556702,120.601035577076
14.578464876087198,120.60400696824618
14.576770203989952,120.6061590959249
14.575565185965504,120.61201685947402
14.57283453925982,120.61891148178202
14.571505347078714,120.61261723389387
14.565808869715,120.61221472173537
14.559765968009149,120.816751918288
14.559675609931395,120.81675280738678
14.55959477531305,120.8177741705079
14.559595640861778,120.81786694091085
14.556757308704995,120.61064236100809
14.552018717762207,120.33112877971034
14.553310595437365,120.62709887250918
14.553220249277722,120.62709983835278
14.552948603290396,120.6092919001873
14.554384267593486,120.96144968722453
14.550884879024565,120.61070557768055
14.54824921776899,120.6180621874609
14.548158872165498,120.61806315662861
14.548067582535767,120.61797137316888
14.54797723693687,120.61797234236089
14.547886891337214,120.61797331154625
14.547961616569635,120.64320416701102
14.546246886361557,120.64340789256312
14.54886585869829,120.95045933475531
14.548672124154725,120.94897662229245
14.548672937088924,120.94906939603032
14.545615389163107,120.64350735679638
14.545525041869455,120.64350831543548
14.54806230996298,120.95158012389535
14.547881577821462,120.95158179092061
14.547611711534506,120.93117258968798
14.543024852737542,120.61079014648001
14.539098155945796,120.30726436087043
14.54235126080352,120.61562091509053
14.541702456554297,120.93744372240542
14.541703273675092,120.937536492559
14.536768815072868,120.64434326925495
14.536677534754942,120.64425147730782
14.53667846765662,120.6443442269458
14.53658718734398,120.6442524350297
14.536496839932266,120.64425339274497
14.53595475544606,120.64425913889792
14.53586440802904,120.64426009656698
